playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesLongSnap,gradesPuntReturn,gradesKickReturn,gradesFgepKicker,gradesPunter
145731,Michael Heldman,ED,0,0,2026,2026,134,,60.5,65,D97,0,0,1,0,6,0,0,0,0,0,C MICHIGAN,C MICHIGAN,6,60.1,,,,,,
145739,Elijah Rikard,S,0,0,,2026,134,,60.2,64.3,D02,0,0,1,0,6,0,0,0,0,0,C MICHIGAN,C MICHIGAN,6,59.8,,,,,,
145740,Kyle Moretti,LB,0,0,,2025,284,,59.8,61.8,D44,0,0,1,0,7,0,0,0,0,0,S DIEGO ST,S DIEGO ST,7,59.8,,,,,,
145741,Fernando Sanchez III,LB,0,0,,2026,134,,59.8,62,D14,0,0,1,0,1,0,0,0,0,0,C MICHIGAN,C MICHIGAN,1,59.6,,,,,,
145742,Caleb Spann,S,0,0,,2026,134,,60.7,64.1,D15,0,0,1,0,7,3,0,0,0,0,C MICHIGAN,C MICHIGAN,10,60.1,,,,,,
145743,Jason Williams,DI,0,0,,2025,134,,59.4,65.4,D94,0,0,1,2,7,0,0,0,0,0,C MICHIGAN,C MICHIGAN,9,58.9,60,,,,,
145746,Jesus Gomez,K,0,0,,2026,160,69.1,60,66.5,S35,0,0,1,2,0,3,0,0,0,0,E MICHIGAN,E MICHIGAN,5,,,,,,60,
145757,Carter Evans,ED,0,0,,2027,160,,62.1,66.7,D33,0,0,1,2,0,3,6,0,4,0,E MICHIGAN,E MICHIGAN,15,,60,,,,,
145759,Daniel Warnsman,G,0,0,,2025,160,,60.8,62.4,66,0,0,1,2,0,0,0,6,0,0,E MICHIGAN,E MICHIGAN,8,,60,,,,,
145764,Quentavius Scandrett,S,0,0,,2027,160,,59.5,65.9,D03,0,0,1,0,6,0,0,6,1,0,E MICHIGAN,E MICHIGAN,13,60,,,,,,
145765,Mitchell Tomasek,P,0,0,,2026,160,,60.6,67.2,S30,0,0,1,2,0,0,0,6,0,0,E MICHIGAN,E MICHIGAN,8,,60,,,,,55.7
145784,Josh Smith,P,0,0,,2025,201,,60.9,68.3,S96,0,0,1,2,0,0,0,9,0,0,KENT STATE,KENT STATE,11,,60,,,,,64.7
145796,Brian Shane,TE,0,0,,2026,221,,60.1,64.8,86,0,0,1,0,0,0,2,0,0,0,MIAMI OH,MIAMI OH,2,,,,,,,
145800,Oscar McWood,LB,0,0,,2026,221,,59.5,66,D23,0,0,1,0,1,0,0,4,0,0,MIAMI OH,MIAMI OH,5,60,,,,,,
145801,Nasir Washington,DI,0,0,,2026,221,,60.7,65.9,D52,0,0,1,0,0,0,0,0,3,0,MIAMI OH,MIAMI OH,3,,,,,,,
145803,Corban Hondru,LB,0,0,,2026,221,,62,68.2,D12,0,0,1,0,1,6,0,4,4,0,MIAMI OH,MIAMI OH,15,60,,,,,,
145817,Will Jados,T,0,0,,2026,221,,61.9,68.8,70,0,0,1,7,0,0,0,0,0,0,MIAMI OH,MIAMI OH,7,,61,,,,,
145820,Eli Blakey,S,0,0,,2026,221,,63.7,66.4,D16,0,0,1,0,2,7,0,0,7,0,MIAMI OH,MIAMI OH,16,60,,,,,,
145826,Graham Nicholson,K,0,0,,2025,103,65.8,60,65.5,S14,0,0,1,6,0,2,0,0,0,0,ALABAMA,ALABAMA,8,,,,,,69,
145834,Isaac Hatfield,LS,0,0,,2026,254,,29,63.7,S91,0,0,1,3,0,0,0,6,0,0,N ILLINOIS,N ILLINOIS,9,,60,0,,,,
145837,Ty Myles,CB,0,0,,2026,254,,68.3,67.5,D13,0,0,1,0,0,6,0,0,4,1,N ILLINOIS,N ILLINOIS,10,,,,,,,
145844,Cyrus McGarrell,S,0,0,,2026,254,,66.6,68.7,D22,0,0,1,0,0,3,0,6,4,0,N ILLINOIS,N ILLINOIS,13,,,,,,,
145846,Brock Lampe,TE,0,0,2025,2025,254,,58.8,66,49,0,0,1,0,0,0,4,7,0,0,N ILLINOIS,N ILLINOIS,11,,,,,,,
145850,Louis Frye,S,0,0,,2026,306,,68,67.1,D14,0,0,1,0,1,5,0,0,3,1,TEMPLE,TEMPLE,9,60,,,,,,
145855,Cade Haberman,DI,0,0,,2025,254,,59.6,62.8,D51,0,0,1,0,2,0,0,0,0,0,N ILLINOIS,N ILLINOIS,2,59.4,,,,,,
145856,Kanon Woodill,K,0,0,,2025,254,,60,62.9,S92,0,0,1,3,0,0,0,0,0,0,N ILLINOIS,N ILLINOIS,3,,,,,,63,
145858,Ethan Hampton,QB,0,0,,2027,254,,60,63.3,02,0,0,1,0,0,0,0,1,0,0,N ILLINOIS,N ILLINOIS,1,,,,,,,60
145863,Muhammed Jammeh,S,0,0,,2026,254,,61.8,65.8,D06,0,0,1,0,0,0,0,0,4,0,N ILLINOIS,N ILLINOIS,4,,,,,,,
145869,Isaiah Bragg,CB,0,0,,2026,254,,61.7,65.3,D19,0,0,1,0,0,6,0,0,0,0,N ILLINOIS,N ILLINOIS,6,,,,,,,
145870,George Gumbs Jr.,ED,0,0,2026,2026,163,,60.9,64.7,D34,0,0,1,0,4,2,0,0,0,0,FLORIDA,FLORIDA,6,60.1,,,,,,
145873,Javaughn Byrd,CB,0,0,,2025,254,,61.4,65.9,D02,0,0,1,0,2,0,0,0,3,0,N ILLINOIS,N ILLINOIS,5,60,,,,,,
145874,Jalonnie Williams,ED,0,0,,2026,254,,61.4,65,D11,0,0,1,0,2,0,0,0,3,0,N ILLINOIS,N ILLINOIS,5,59.7,,,,,,
145877,Shay Taylor,LB,0,0,,2026,259,,61,63,D35,0,0,1,0,2,0,0,0,3,0,OHIO,OHIO,5,59.6,,,,,,
145880,Nolan McCormick,HB,0,0,,2025,259,,59.7,64.4,21,0,0,1,0,0,0,3,0,0,0,OHIO,OHIO,3,,,,,,,
145884,Bradley Weaver,ED,0,0,,2026,259,,60.7,66.4,D94,0,0,1,0,2,0,0,0,3,0,OHIO,OHIO,5,59.7,,,,,,
145885,Bryce Butler,TE,0,0,,2026,259,,62.2,66.3,14,0,0,1,6,0,0,0,5,2,0,OHIO,OHIO,13,,60,,,,,
145888,Davion Weatherspoon,T,0,0,,2027,259,,62,67.2,51,0,0,1,6,0,0,0,0,0,0,OHIO,OHIO,6,,61.5,,,,,
145893,Jake Skelly,T,0,0,,2026,259,,61.2,61.8,65,0,0,1,6,0,0,0,0,0,0,OHIO,OHIO,6,,60,,,,,
145897,Bralen Henderson,DI,0,0,,2026,259,,60,64.5,D81,0,0,1,0,2,0,0,0,1,0,OHIO,OHIO,3,59.3,,,,,,
145902,Ben Lisk,LS,0,0,,2026,325,,59.1,63.2,S36,0,0,1,7,0,0,0,4,0,0,UNLV,UNLV,11,,64.9,50,,,,
145905,Connor Jones,TE,0,0,,2026,316,,61,64.6,34,0,0,1,7,0,0,1,2,0,0,TOLEDO,TOLEDO,10,,60,,,,,
145913,Doran Ray Jr.,DI,0,0,,2026,316,,60,64.1,D97,0,0,1,0,0,0,0,0,1,0,TOLEDO,TOLEDO,1,,,,,,,
145914,Esean Carter,DI,0,0,,2027,316,,60,62.7,D90,0,0,1,0,1,0,0,0,0,0,TOLEDO,TOLEDO,1,59.8,,,,,,
145918,Damon Ollison II,LB,1,0,,2028,316,,63.4,68.2,D37,0,0,1,0,1,7,3,4,0,0,TOLEDO,TOLEDO,15,60,,,,,,
145923,Mareyohn Hrabowski,TE,0,0,,2026,347,,69.1,68.9,07,0,0,1,0,0,0,6,4,0,0,W MICHIGAN,W MICHIGAN,10,,,,,,,
145927,Mason Nelson,DI,0,0,,2026,347,,59.4,63,D54,0,0,1,0,4,0,0,0,0,0,W MICHIGAN,W MICHIGAN,4,59.3,,,,,,
145933,Zahir Abdus-Salaam,HB,0,0,,2025,347,,56.5,65.7,10,0,0,1,0,0,0,6,0,0,0,W MICHIGAN,W MICHIGAN,6,,,,,,,
145935,John Hofer,G,0,0,,2026,347,,60.6,61.5,51,0,0,1,2,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,2,,60,,,,,
145937,Corey Walker,ED,0,0,,2026,347,,61.7,65.6,D93,0,0,1,2,4,0,0,0,2,0,W MICHIGAN,W MICHIGAN,8,60.1,60,,,,,
145943,Tyson Lee,ED,0,0,,2026,347,,61.1,64.9,D58,0,0,1,0,2,0,0,0,2,0,W MICHIGAN,W MICHIGAN,4,60,,,,,,
145950,Aaron Wofford,S,0,0,,2026,347,,59.7,63.2,D05,0,0,1,0,5,0,0,1,0,0,W MICHIGAN,W MICHIGAN,6,59.8,,,,,,
145975,Luke Voorhees,TE,0,0,,2026,120,,61.2,63.3,96,0,0,1,7,0,0,4,0,0,0,BOISE ST,BOISE ST,11,,60,,,,,
145984,Seyi Oladipo Jr.,S,0,0,,2025,120,,50.1,68.8,D23,0,0,1,0,3,7,0,1,1,0,BOISE ST,BOISE ST,12,60,,,,,,
145985,Will Ferrin,K,0,0,2026,2026,128,64.1,60,66.9,S44,0,1,1,3,0,4,0,0,0,0,BYU,BYU,7,,,,,,64.4,
145990,Ahmed Hassanein,ED,0,0,2025,2025,120,,60.1,63.6,D91,0,0,1,0,3,0,0,0,0,0,BOISE ST,BOISE ST,3,59.9,,,,,,
145992,Matt Lauter,TE,0,0,2026,2026,120,,60,61,85,0,0,1,0,0,0,0,1,0,0,BOISE ST,BOISE ST,1,,,,,,,
145993,Mason Hutton,LS,0,0,,2026,120,,63.9,62.4,S42,0,0,1,7,0,0,0,1,0,0,BOISE ST,BOISE ST,8,,64.9,74.2,,,,
145997,Zion Washington,S,0,0,2026,2026,120,,60.3,63.5,D21,0,0,1,0,3,0,0,0,1,0,BOISE ST,BOISE ST,4,60,,,,,,
146008,Tanner Arkin,TE,0,0,2026,2026,187,,71.3,64.4,85,0,0,1,6,0,0,4,5,0,0,ILLINOIS,ILLINOIS,15,,60,,,,,
146012,Mukendi Wa-Kalonji,ED,0,0,,2027,144,,58.9,65.7,D92,0,0,1,0,2,0,3,0,4,0,COLO STATE,COLO STATE,9,59.6,,,,,,
146022,Clay Nanke,TE,0,0,,2026,351,,74.8,66.3,85,0,0,1,0,0,0,5,0,4,0,WYOMING,WYOMING,9,,,,,,,
146030,Abraham Montano,K,0,0,,2025,242,65.8,60,65.5,S89,0,0,1,2,0,2,0,0,0,0,NEW MEX ST,NEW MEX ST,4,,,,,,60,
146036,Cale Sanders Jr.,S,0,0,,2025,287,,61.3,65.1,D22,0,0,1,0,3,7,0,0,2,0,SMU,SMU,12,59.9,,,,,,
146058,Tru Edwards,WR,0,0,2025,2025,208,,60.3,64.6,16,0,0,1,0,0,0,2,0,5,0,LA TECH,LA TECH,7,,,,74,,,
146061,Kamalu DeBlake,HB,0,0,,2026,180,,59.2,66.6,38,0,0,1,0,0,0,10,0,0,0,HAWAII,HAWAII,10,,,,,,,
146062,Kyler Halvorsen,K,0,0,,2025,285,,60,62.9,S11,0,0,1,3,0,0,0,0,0,0,S JOSE ST,S JOSE ST,3,,,,,,61.8,
146065,Landon Sims,HB,0,0,,2026,180,,60.3,67.2,30,0,0,1,2,0,3,0,7,0,0,HAWAII,HAWAII,12,,60,,,,,
146069,Karsyn Pupunu,WR,0,0,,2026,180,,58.4,70.4,11,0,0,1,0,0,0,6,7,2,0,HAWAII,HAWAII,15,,,,,,,
146071,David Cordero,HB,0,0,,2026,180,,60.4,68.5,10,0,0,1,0,0,3,10,0,0,0,HAWAII,HAWAII,13,,,,,,,
146073,Tariq Jones,ED,0,0,,2026,180,,59.4,63.2,D05,0,0,1,0,5,0,0,0,0,0,HAWAII,HAWAII,5,59.3,,,,,,
146096,Dion Washington,DI,0,0,,2026,180,,59,63.2,D19,0,0,1,0,3,0,0,0,0,0,HAWAII,HAWAII,3,59,,,,,,
146130,Trace Bruckler,TE,0,0,,2026,241,,61.1,65.8,05,0,0,1,6,0,0,5,2,0,0,NEW MEXICO,NEW MEXICO,13,,60,,,,,
146134,Isaiah Sillemon,TE,0,0,,2026,241,,53.6,63.5,38,0,0,1,0,0,0,0,4,0,0,NEW MEXICO,NEW MEXICO,4,,,,,,,
146140,Gus McGee,TE,0,0,,2027,136,,60.8,67.6,17,0,0,1,4,0,0,11,0,0,0,CHARLOTTE,CHARLOTTE,15,,60,,,,,
146141,Noah Avinger,S,0,0,2026,2026,241,,61.4,64.7,D01,0,0,1,0,5,0,0,1,4,0,NEW MEXICO,NEW MEXICO,10,59.9,,,,,,
146142,Darrion Dalton,DI,0,0,,2026,284,,59.7,63.6,D97,0,0,1,0,3,0,0,0,0,0,S DIEGO ST,S DIEGO ST,3,59.5,,,,,,
146144,Jatavious Magee,S,0,0,,2026,284,,61.1,68.4,D12,0,0,1,0,0,4,8,6,3,0,S DIEGO ST,S DIEGO ST,21,,,,,,,
146145,Christian Jones,T,0,0,2026,2026,284,,60.5,64.8,70,0,0,1,2,0,0,0,0,0,0,S DIEGO ST,S DIEGO ST,2,,60,,,,,
146150,Brady Anderson,LB,0,0,,2026,284,,74.5,69.8,D42,0,0,1,2,0,2,8,6,4,2,S DIEGO ST,S DIEGO ST,22,,60,,,,,
146152,Ryan Wintermeyer,LS,1,0,,2025,284,,77.4,63.9,S50,0,0,1,2,0,0,0,6,0,0,S DIEGO ST,S DIEGO ST,8,,60,82.6,,,,
146160,Zyrus Fiaseu,LB,0,0,,2027,110,,60.9,68.3,D30,0,0,1,0,0,5,0,4,0,0,ARIZONA ST,ARIZONA ST,9,,,,,,,
146162,DJ Herman,LB,0,0,2026,2026,284,,60.7,67.9,D56,0,0,1,0,7,4,8,6,4,0,S DIEGO ST,S DIEGO ST,29,59.7,,,,,,
146163,Cameron Harpole,TE,0,0,,2026,110,,62.1,66.6,85,0,0,1,4,0,5,3,0,2,0,ARIZONA ST,ARIZONA ST,14,,60,,,,,
146175,Jalen Apalit-Williams,S,0,0,,2026,285,,58.3,67.1,D07,0,0,1,0,0,4,7,0,1,0,S JOSE ST,S JOSE ST,12,,,,,,,
146176,Jalen Bainer,CB,0,0,,2026,285,,44.2,64.4,D15,1,0,1,0,1,4,0,0,0,0,S JOSE ST,S JOSE ST,5,60,,,,,,
146177,Nate Lewis,ED,0,0,,2027,285,,60.6,65.8,D99,0,0,1,0,0,0,7,1,1,0,S JOSE ST,S JOSE ST,9,,,,,59.9,,
146183,Taren Schive,K,0,0,,2025,120,66.4,60,68.4,S39,0,0,1,0,0,5,0,0,0,0,BOISE ST,BOISE ST,5,,,,,,,
146185,Fernando Carmona,T,0,0,2026,2026,111,,60.1,64,55,0,0,1,2,0,0,0,0,0,0,ARKANSAS,ARKANSAS,2,,60,,,,,
146196,Anthony Rosas,G,0,0,,2026,325,,61.4,63.3,54,0,0,1,7,0,0,0,0,0,0,UNLV,UNLV,7,,60,,,,,
146197,Anthony Sagapolutele,DI,0,0,,2025,180,,58.6,63.6,D95,0,0,1,0,4,0,0,0,0,0,HAWAII,HAWAII,4,58.7,,,,,,
146198,Kilinahe Mendiola-Jensen,S,0,0,,2026,180,,51.6,67.1,D29,0,0,1,0,8,3,0,0,4,0,HAWAII,HAWAII,15,59.7,,,,,,
146206,Cameron Oliver,CB,0,0,,2025,325,,50.9,67.7,D05,0,0,1,0,1,8,0,4,1,0,UNLV,UNLV,14,60,,,,,,
146207,Tyray O'Dell,LB,0,0,,2025,325,,62,65.7,D34,0,0,1,0,0,8,4,0,0,0,UNLV,UNLV,12,,,,,,,
146212,Marsel McDuffie,LB,0,0,,2026,325,,60.2,65,D08,0,0,1,0,2,0,2,0,0,0,UNLV,UNLV,4,60.1,,,,,,
146214,Johnathan Baldwin,CB,0,0,2025,2025,325,,59.7,65.1,D03,0,0,1,0,2,0,0,4,1,0,UNLV,UNLV,7,59.8,,,,,,
146222,Ike Larsen,S,0,0,,2026,329,,61.5,67.2,D06,0,0,1,0,2,0,0,0,6,0,UTAH ST,UTAH ST,8,59.9,,,,,,
146224,Otto Tia,WR,0,0,,2026,329,,59.7,64.7,05,0,0,1,0,0,1,0,3,0,0,UTAH ST,UTAH ST,4,,,,,,,
146227,Bo Maile,DI,0,0,,2026,329,,60.2,64.7,D44,0,0,1,0,2,0,0,0,0,0,UTAH ST,UTAH ST,2,60,,,,,,
146234,Seni Tuiaki,DI,0,0,,2027,329,,59.4,62.8,D48,0,0,1,0,2,0,0,0,0,0,UTAH ST,UTAH ST,2,59.2,,,,,,
146243,Dorian Singer,WR,0,0,2025,2025,328,,60,63.9,03,0,0,1,0,0,0,0,0,5,0,UTAH,UTAH,5,,,,31.5,,,
146245,Jaden Clark,WR,0,0,,2025,109,,61.2,67.4,19,0,0,1,0,0,5,0,0,0,0,ARIZONA,ARIZONA,5,,,,,,,
146250,Kolbe Cage,S,0,0,,2026,296,,61.1,63.7,D09,0,0,1,0,7,2,0,0,1,0,SO MISS,SO MISS,10,60,,,,,,
146252,Dalton Johnson,S,0,0,2026,2026,109,,60,60.7,D43,0,0,1,0,1,0,0,0,0,0,ARIZONA,ARIZONA,1,60,,,,,,
146269,George Hart III,HB,0,0,,2026,346,,71.8,67.8,09,1,0,1,0,0,0,5,5,2,2,W KENTUCKY,W KENTUCKY,12,,,,,,,
146277,B.J. Green II,ED,0,0,2025,2025,143,,60.9,65.9,D35,0,0,1,0,3,0,0,0,2,0,COLORADO,COLORADO,5,59.6,,,,,,
146279,Tommi Hill,CB,0,0,,2025,238,,60,64.5,D06,0,0,1,0,2,0,0,0,0,0,NEBRASKA,NEBRASKA,2,60,,,,,,
146282,Eddie Czaplicki,P,0,0,2025,2025,326,,60.8,65.6,S16,0,0,1,5,0,0,0,4,0,0,USC,USC,9,,60,,,,,62.1
146283,John Ferlmann,LS,0,0,,2026,260,,64.2,62.7,S43,0,0,1,5,0,0,0,2,0,0,OHIO STATE,OHIO STATE,7,,61.6,76.9,,,,
146288,J. Michael Sturdivant,WR,0,0,2026,2026,324,,59.7,66.6,07,0,0,1,0,0,0,0,3,0,0,UCLA,UCLA,3,,,,,,,
146291,Keleki Latu,TE,0,0,2025,2025,340,,61.1,60.6,85,0,0,1,5,0,0,0,0,0,0,WASHINGTON,WASHINGTON,5,,60,,,,,
146295,Jermaine Terry II,TE,0,0,2025,2025,265,,60.3,62.9,84,0,0,1,0,0,1,5,0,0,0,OREGON ST,OREGON ST,6,,,,,,,
146296,Lu-Magia Hearns III,CB,0,0,,2025,130,,60.7,68.3,D21,0,0,1,0,0,4,8,3,2,0,CAL,CAL,17,,,,,,,
146299,Hunter Barth,LB,0,0,,2026,130,,59.8,66.3,D31,0,0,1,0,5,4,3,3,0,0,CAL,CAL,15,59.8,,,,,,
146300,Jeffrey Johnson,TE,0,0,,2026,130,,57.3,66.9,86,1,0,1,0,0,4,0,0,0,0,CAL,CAL,4,,,,,,,
146302,Oluwafemi Oladejo,ED,0,0,2025,2025,324,,60.7,65.3,D02,0,0,1,0,5,0,0,0,1,0,UCLA,UCLA,6,59.9,,,,,,
146310,Derek Wilkins,DI,0,0,,2027,130,,59.8,62.4,D96,0,0,1,0,1,0,0,0,0,0,CAL,CAL,1,59.6,,,,,,
146314,Charlie Offerdahl,HB,0,0,,2026,143,,53.8,62.1,44,0,0,1,0,0,0,0,5,0,0,COLORADO,COLORADO,5,,,,,,,
146318,Austin Smith,TE,0,0,,2026,281,,70.8,64.7,12,0,0,1,3,0,0,4,2,0,0,SM HOUSTON,SM HOUSTON,9,,60,,,,,
146320,Kaylin Moore,CB,0,0,,2025,324,,61.4,67,D09,0,0,1,0,4,0,0,0,2,0,UCLA,UCLA,6,60,,,,,,
146321,Nikko Reed,CB,0,0,2025,2025,264,,60.9,66.3,D09,0,0,1,0,2,1,0,0,2,0,OREGON,OREGON,5,60,,,,,,
146332,Cole Becker,K,0,0,,2026,328,,60,63.3,S36,0,0,1,4,0,0,0,0,0,0,UTAH,UTAH,4,,,,,,70.2,
146338,Jeremiah Noga,WR,0,0,,2026,265,,60.2,64.6,18,0,0,1,0,0,0,5,0,0,0,OREGON ST,OREGON ST,5,,,,,,,
146340,Trent Walker,WR,0,0,,2027,265,,59.8,65.1,07,0,0,1,0,0,0,5,0,1,0,OREGON ST,OREGON ST,6,,,,60.3,,,
146345,Gabe Milbourn,TE,0,0,,2028,265,,60.6,67.9,82,0,0,1,0,0,1,5,4,0,0,OREGON ST,OREGON ST,10,,,,,,,
146347,J.T. Byrne,TE,0,0,,2026,130,,60.8,60.5,88,0,0,1,4,0,0,0,0,0,0,CAL,CAL,4,,60,,,,,
146351,Skyler Thomas,S,0,0,2026,2026,265,,59.5,65,D17,0,0,1,0,6,0,0,4,0,0,OREGON ST,OREGON ST,10,59.9,,,,,,
146353,Jack Kane,S,0,0,,2026,265,,60.7,64,D24,0,0,1,0,2,1,0,0,1,0,OREGON ST,OREGON ST,4,59.9,,,,,,
146357,Semisi Saluni,DI,0,0,,2025,265,,59.7,68.9,D45,0,0,1,0,6,0,5,4,0,0,OREGON ST,OREGON ST,15,58.7,,,,,,
146361,Jayson Raines,WR,0,0,,2026,300,,40.9,70.4,82,1,0,1,0,0,7,6,4,3,0,STANFORD,STANFORD,20,,,,,,,
146364,Austin Uke,G,0,0,,2026,300,,61.3,63.1,72,0,0,1,6,0,0,0,0,0,0,STANFORD,STANFORD,6,,60,,,,,
146365,Jack Leyrer,G,0,0,,2028,300,,61.9,62.3,76,0,0,1,6,0,0,0,0,0,0,STANFORD,STANFORD,6,,62,,,,,
146367,David Kasemervisz,WR,0,0,,2026,300,,75.6,67.4,80,0,0,1,0,0,7,6,0,3,1,STANFORD,STANFORD,16,,,,,,,
146374,Ese Dubre,LB,0,0,,2026,300,,64.3,69.1,D30,0,0,1,0,0,7,6,4,3,0,STANFORD,STANFORD,20,,,,,,,
146375,Mitch Leigber,S,1,0,,2026,300,,73.5,63.6,D32,0,0,1,0,4,5,0,0,1,1,STANFORD,STANFORD,10,60.1,,,,,,
146376,Evan Jackson,CB,1,0,,2026,300,,80.4,69.8,49,0,0,1,0,0,7,6,4,3,1,STANFORD,STANFORD,20,,,,,,,
146379,Anthony Franklin,DI,0,0,,2026,300,,59.9,64.1,D94,0,0,1,0,0,0,0,0,1,0,STANFORD,STANFORD,1,,,,,,,
146380,Aristotle Taylor,DI,0,0,,2025,300,,59.3,63.4,D95,0,0,1,0,5,0,0,0,0,0,STANFORD,STANFORD,5,59.2,,,,,,
146384,Emmet Kenney,K,0,0,,2027,300,58.2,60.5,68.1,S13,0,0,1,6,0,7,0,0,0,0,STANFORD,STANFORD,13,,,,,,80.2,
146385,Connor Weselman,P,0,0,,2026,300,,60.6,60.6,S15,0,0,1,6,0,0,0,0,0,0,STANFORD,STANFORD,6,,60,,,,,
146386,Kajiya Hollawayne,WR,0,0,,2026,306,,61.3,67.3,85,0,0,1,0,0,0,0,0,4,0,TEMPLE,TEMPLE,4,,,,,,,
146389,Ezavier Staples,WR,0,0,,2026,324,,61.4,68.5,21,0,0,1,0,0,5,0,0,0,0,UCLA,UCLA,5,,,,,,,
146393,Yutaka Mahe,T,0,0,,2026,324,,60.6,61.7,67,0,0,1,4,0,0,0,0,0,0,UCLA,UCLA,4,,60,,,,,
146396,Sam Summa,TE,0,0,,2025,324,,60.8,60.5,82,0,0,1,4,0,0,0,0,0,0,UCLA,UCLA,4,,60,,,,,
146398,Devin Kirkwood,CB,0,0,,2025,324,,60.8,66.3,D03,0,0,1,0,3,0,0,0,2,0,UCLA,UCLA,5,60,,,,,,
146401,Carson Schwesinger,LB,0,0,2025,2025,324,,65.2,73.5,D49,0,0,1,0,5,0,0,3,2,0,UCLA,UCLA,10,60,,,,,,
146404,Antoine Campbell Jr.,ED,0,0,,2026,201,,57.7,65.6,D95,0,0,1,0,4,0,7,9,0,0,KENT STATE,KENT STATE,20,58.9,,,,,,
146406,Jay Toia,DI,0,0,2025,2025,324,,59.3,65.7,D93,0,0,1,0,5,0,0,0,1,0,UCLA,UCLA,6,58.8,,,,,,
146411,Kyron Hudson,WR,0,0,2026,2026,326,,61,69,10,0,0,1,0,0,0,0,4,3,0,USC,USC,7,,,,,,,
146412,Michael Jackson III,WR,0,0,,2026,173,,59.9,65.3,13,0,0,1,0,0,0,4,0,0,0,GEORGIA,GEORGIA,4,,,,,,,
146415,Josiah Zamora,WR,0,0,,2026,326,,59.9,65.7,44,0,0,1,0,0,0,5,0,0,0,USC,USC,5,,,,,,,
146418,Lake McRee,TE,0,0,2026,2026,326,,61.1,61.4,87,0,0,1,5,0,0,0,0,0,0,USC,USC,5,,60,,,,,
146420,Anthony Beavers,S,0,0,,2028,326,,62.6,68,D15,0,0,1,0,0,5,5,0,4,0,USC,USC,14,,,,,,,
146421,Prophet Brown,CB,0,0,,2027,326,,60.8,63.9,D16,0,0,1,0,0,5,0,0,0,0,USC,USC,5,,,,,,,
146422,Jaylin Smith,CB,0,0,2025,2025,326,,60.9,69.9,D02,0,0,1,0,4,0,0,4,5,0,USC,USC,13,59.7,,,,,,
146425,Xamarion Gordon,S,0,0,,2026,141,,59.5,66.1,D06,0,0,1,0,1,0,0,4,0,0,COAST CAR,COAST CAR,5,60,,,,,,
146438,Koli Faaiu,C,0,0,,2026,312,,61.6,62.1,61,0,0,1,5,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,5,,60.8,,,,,
146444,Josh Calvert,LB,0,0,,2026,328,,60.9,67.4,D14,0,0,1,0,0,0,8,0,4,0,UTAH,UTAH,12,,,,,,,
146447,Karene Reid,LB,0,0,2025,2025,328,,60.4,63.5,D21,0,0,1,0,7,0,0,0,1,0,UTAH,UTAH,8,59.8,,,,,,
146449,Trey Reynolds,LB,0,0,,2028,328,,63.7,70.6,D37,0,0,1,0,0,5,8,6,4,0,UTAH,UTAH,23,,,,,,,
146462,JT Greep,LS,0,0,,2025,328,,55.9,63.7,S50,0,0,1,4,0,0,0,6,0,0,UTAH,UTAH,10,,60,56.1,,,,
146466,Camden Sirmon,WR,0,0,,2026,340,,52.1,68.4,18,0,0,1,0,0,6,4,2,3,0,WASHINGTON,WASHINGTON,15,,,,,,,
146477,Davon Banks,CB,0,0,,2026,120,,64.4,67.2,D20,0,0,1,0,3,5,0,0,0,0,BOISE ST,BOISE ST,8,59.8,,,,,,
146484,Milton Hopkins Jr.,ED,0,0,,2026,340,,61.2,63.3,D14,0,0,1,5,0,0,0,0,0,0,WASHINGTON,WASHINGTON,5,,60,,,,,
146485,Brody Reese,DI,0,0,,2026,320,,62,67.2,D97,0,0,1,6,0,0,0,0,0,0,TULSA,TULSA,6,,61.5,,,,,
146486,Jake Jennings,ED,0,0,,2026,340,,76.9,66.6,D88,0,0,1,0,0,6,4,0,0,1,WASHINGTON,WASHINGTON,10,,,,,,,
146487,Voi Tunuufi,ED,0,0,,2025,340,,59.9,62.8,D52,0,0,1,0,4,0,0,0,0,0,WASHINGTON,WASHINGTON,4,59.7,,,,,,
146489,Kuao Peihopa,G,0,0,,2026,180,,61,64.4,59,0,0,1,2,0,0,0,7,0,0,HAWAII,HAWAII,9,,60,,,,,
146496,Leon Neal Jr.,WR,0,0,,2026,341,,72.1,70.4,12,0,0,1,0,0,6,7,0,3,0,WASH STATE,WASH STATE,16,,,,,,,
146501,Christian Hilborn,G,0,0,,2026,341,,61.5,67.8,61,0,0,1,5,0,0,0,0,0,0,WASH STATE,WASH STATE,5,,60,,,,,
146503,Brock Dieu,G,0,0,,2026,341,,60,63.4,65,0,0,1,1,0,0,0,0,0,0,WASH STATE,WASH STATE,1,,60,,,,,
