playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesLongSnap,gradesKickReturn,gradesPuntReturn,gradesFgepKicker,gradesPunter
158366,MJ Stroud,ED,0,0,,2027,174,,60,62.9,D18,0,0,1,0,2,0,0,0,0,0,GA SOUTHRN,GA SOUTHRN,2,,59.8,,,,,
158368,Jet Thompson,WR,0,0,,2028,174,,60.6,67.9,24,0,0,1,0,0,0,0,2,4,0,GA SOUTHRN,GA SOUTHRN,6,,,,,,,
158371,Pichon Wimbley,G,0,0,,2026,174,,60.8,62.7,74,0,0,1,4,0,0,0,0,0,0,GA SOUTHRN,GA SOUTHRN,4,60,,,,,,
158379,Jay Coyne,FB,1,0,,2027,223,,49.1,65.4,44,0,0,1,0,0,9,0,0,0,0,MICH STATE,MICH STATE,9,,,,,,,
158380,Ryan Eckley,P,0,0,2026,2026,223,,60.8,60.7,S96,0,0,1,9,0,0,0,0,0,0,MICH STATE,MICH STATE,9,60.3,,,,,,
158394,Jack Nickel,TE,0,0,,2027,321,,60,62.9,86,0,0,1,0,0,0,2,0,0,0,UAB,UAB,2,,,,,,,
158397,Malik Spencer,S,0,0,2026,2026,223,,61.1,63.3,D43,0,0,1,0,3,0,0,0,3,0,MICH STATE,MICH STATE,6,,60,,,,,
158398,Jack Stone,K,0,0,,2026,118,66.8,60.2,70.4,S99,0,0,1,0,0,10,0,0,0,0,BAYLOR,BAYLOR,10,,,,,,,
158403,Ade Willie,CB,0,0,,2027,223,,67.5,69.9,D06,0,0,1,0,0,9,4,0,1,1,MICH STATE,MICH STATE,14,,,,,,,
158404,Zion Young,ED,0,0,2026,2026,229,,60.2,65.1,D09,0,0,1,0,2,0,0,0,3,0,MISSOURI,MISSOURI,5,,59.5,,,,,
158410,Sully Burns,T,0,0,,2027,314,,60.7,62.3,68,0,0,1,4,0,0,0,0,0,0,TEXAS ST,TEXAS ST,4,60,,,,,,
158411,Brice Busch,P,0,0,,2026,319,,60.3,60.5,S62,0,0,1,4,0,0,0,0,0,0,TULANE,TULANE,4,60,,,,,,
158415,Kameron Hamilton,DI,0,0,,2027,319,,60.2,65.4,D70,0,0,1,0,0,0,0,0,2,0,TULANE,TULANE,2,,,,,,,
158416,Gerrod Henderson,ED,0,0,,2027,319,,60.1,64.6,D92,0,0,1,0,0,0,0,0,2,0,TULANE,TULANE,2,,,,,,,
158418,Shadre Hurst,G,0,0,,2027,319,,60.7,61.5,56,0,0,1,4,0,0,0,0,0,0,TULANE,TULANE,4,60,,,,,,
158420,Keanon McNally,T,0,0,,2028,263,,60.6,61.7,77,0,0,1,4,0,0,0,0,0,0,DOMINION,DOMINION,4,60,,,,,,
158421,Garrett Mmahat,WR,0,0,,2027,319,,62.1,67.5,16,0,0,1,0,0,5,3,0,2,0,TULANE,TULANE,10,,,,,,,
158424,Rayshawn Pleasant,CB,0,0,,2028,319,,61.1,67.5,D05,0,0,1,0,0,0,3,0,3,0,TULANE,TULANE,6,,,,58.7,,,
158427,Kentrell Webb,S,0,0,,2027,182,,60.1,62.1,D08,0,0,1,0,7,0,0,0,0,0,HOUSTON,HOUSTON,7,,59.9,,,,,
158432,TJ Bullard,CB,0,0,,2027,323,,62,67.5,D16,0,0,1,0,5,3,0,9,0,0,UCF,UCF,17,,60.2,,,,,
158439,Ja'Cari Henderson,CB,0,0,,2027,323,,60.8,64.6,D01,0,0,1,0,1,5,0,0,0,0,UCF,UCF,6,,59.9,,,,,
158444,Jamaal Johnson,ED,0,0,,2027,323,,60,61.8,D99,0,0,1,0,1,0,0,0,0,0,UCF,UCF,1,,59.7,,,,,
158447,Nikai Martinez,S,0,0,,2027,223,,60,61.5,D01,0,0,1,0,3,0,0,0,0,0,MICH STATE,MICH STATE,3,,60,,,,,
158448,Mitch McCarthy,P,0,0,,2026,323,,61.4,67.8,S40,0,0,1,5,0,0,0,9,0,1,UCF,UCF,14,60,,,,,,63.2
158449,Jordan McDonald,HB,0,0,,2026,121,,61.8,68.3,25,0,0,1,0,0,0,0,0,4,0,BOSTON COL,BOSTON COL,4,,,,,,,
158456,Thomas Wadsworth,TE,0,0,,2027,323,,60.8,63.9,84,0,0,1,5,0,0,7,0,0,0,UCF,UCF,12,60,,,,,,
158460,Cooper Lovelace,G,0,0,,2027,256,,60.5,63.9,70,0,0,1,3,0,0,0,0,0,0,NWESTERN,NWESTERN,3,60,,,,,,
158461,Garrison Madden,LB,0,0,,2027,326,,61.9,68.3,D41,0,0,1,0,0,5,5,0,0,0,USC,USC,10,,,,,,,
158462,Roman Marchetti,LB,0,0,,2027,326,,59.8,67.2,D57,0,0,1,0,0,5,5,0,3,0,USC,USC,13,,,,,,,
158463,Kilian O'Connor,C,0,0,,2027,326,,60.3,63.1,67,0,0,1,0,0,0,0,5,0,0,USC,USC,5,,,,,,,
158470,Devan Thompkins,DI,0,0,,2027,326,,59,63.2,D98,0,0,1,0,4,0,0,0,0,0,USC,USC,4,,59,,,,,
158473,Lander Barton,LB,0,0,2026,2026,328,,62,64.5,D08,0,0,1,0,4,0,0,0,4,0,UTAH,UTAH,8,,60.1,,,,,
158475,Luca Caldarella,TE,0,0,,2026,328,,60.1,70.8,19,0,0,1,0,0,2,4,11,4,0,UTAH,UTAH,21,,,,,,,
158479,Elijah Davis,CB,0,0,,2027,328,,61.2,68.6,D09,0,0,1,0,3,0,0,1,4,0,UTAH,UTAH,8,,60,,,,,
158490,Tao Johnson,S,0,0,,2028,328,,93.5,63.6,D15,0,0,1,0,4,0,0,0,4,0,UTAH,UTAH,8,,91.7,,,,,
158491,Chase Kennedy,ED,0,0,,2027,109,,61.3,66.2,D11,0,0,1,0,5,0,0,0,2,0,ARIZONA,ARIZONA,7,,59.9,,,,,
158492,Tyler Knaak,T,0,0,,2028,238,,60,61,75,0,0,1,1,0,0,0,0,0,0,NEBRASKA,NEBRASKA,1,60,,,,,,
158501,Keith Olson,G,0,0,,2027,328,,60,61,74,0,0,1,1,0,0,0,0,0,0,UTAH,UTAH,1,60,,,,,,
158511,Bryce Grays,S,0,0,,2027,331,,68.3,68.1,D26,0,0,1,0,1,8,0,0,6,0,UTSA,UTSA,15,,60,,,,,
158515,Jonny Lester,T,0,0,,2027,341,,61.2,62,67,0,0,1,6,0,0,0,0,0,0,WASH STATE,WASH STATE,6,60,,,,,,
158516,John Mateer,QB,0,0,,2027,341,,60.6,60.6,10,0,0,1,6,0,0,0,0,0,0,WASH STATE,WASH STATE,6,60,,,,,,
158522,Javan Robinson,CB,0,0,,2027,110,,60.1,64.5,D12,0,0,1,0,2,0,0,0,0,0,ARIZONA ST,ARIZONA ST,2,,59.9,,,,,
158524,Jakobus Seth,DI,0,0,,2027,239,,59.1,63.5,72,0,0,1,0,4,0,0,0,0,0,NEVADA,NEVADA,4,,59.1,,,,,
158525,Leyton Smithson,S,0,0,,2026,341,,51.7,68,D10,0,0,1,0,0,7,3,2,2,0,WASH STATE,WASH STATE,14,,,,59.9,,,
158528,Joseph Taylor,S,0,0,,2026,341,,64.9,65.1,D40,0,0,1,0,0,7,0,0,0,0,WASH STATE,WASH STATE,7,,,,,,,
158535,Mason Graham,DI,0,0,2025,2025,222,,60.3,64.4,D55,0,0,1,0,3,0,0,0,0,0,MICHIGAN,MICHIGAN,3,,60.1,,,,,
158536,Will Johnson,CB,0,0,2025,2025,222,,60,63.6,D02,0,0,1,0,1,0,0,0,0,0,MICHIGAN,MICHIGAN,1,,59.9,,,,,
158538,Kody Jones,S,0,0,,2027,222,,60.7,68.1,D14,0,0,1,0,0,0,5,0,0,0,MICHIGAN,MICHIGAN,5,,,,,,,
158543,Derrick Moore,ED,0,0,2026,2026,222,,59.9,62.3,D08,0,0,1,0,2,0,0,0,0,0,MICHIGAN,MICHIGAN,2,,59.7,,,,,
158546,Keon Sabb,S,0,0,,2027,103,,60,61,D03,0,0,1,0,2,0,0,0,0,0,ALABAMA,ALABAMA,2,,60,,,,,
158547,Amorion Walker,WR,0,0,,2027,222,,60,64.5,01,0,0,1,0,0,0,0,1,0,0,MICHIGAN,MICHIGAN,1,,,,,,,
158550,Michael Allen,S,0,0,,2027,118,,59.9,65.3,D30,0,0,1,0,0,0,4,0,0,0,BAYLOR,BAYLOR,4,,,,,,,
158551,Devyn Bobby,S,0,0,2026,2026,118,,69,91,D03,0,0,1,0,3,5,2,0,0,0,BAYLOR,BAYLOR,10,,60.1,,,,,
158552,Reggie Bush II,CB,0,0,,2027,118,,63.9,70,D22,0,0,1,0,2,10,1,0,4,0,BAYLOR,BAYLOR,17,,60,,,,,
158556,Jeremy Evans,LB,0,0,,2027,118,,63.2,66.2,D42,0,0,1,0,0,2,0,0,5,0,BAYLOR,BAYLOR,7,,,,,,,
158557,Corey Gordon,S,0,0,,2027,118,,70.1,65.4,D24,0,0,1,0,2,8,0,0,0,1,BAYLOR,BAYLOR,10,,60,,,,,
158561,Kyler Jordan,ED,0,0,,2027,118,,59.9,66.4,D40,0,0,1,0,2,0,5,4,0,0,BAYLOR,BAYLOR,11,,59.5,,,,,
158562,George Maile,G,0,0,,2027,329,,62.2,62.5,72,0,0,1,8,0,0,0,0,0,0,UTAH ST,UTAH ST,8,64,,,,,,
158569,Kaian Roberts-Day,DI,0,0,,2027,118,,69.2,68.8,D50,0,0,1,0,0,2,0,0,3,0,BAYLOR,BAYLOR,5,,,,,,,
158571,Kaden Sieracki,T,0,0,,2027,118,,62.3,69.4,74,0,0,1,9,0,0,0,0,0,0,BAYLOR,BAYLOR,9,62.8,,,,,,
158573,Devonte Tezino,DI,0,0,,2027,118,,59.3,63.5,D59,0,0,1,0,3,0,0,0,0,0,BAYLOR,BAYLOR,3,,59.1,,,,,
158574,Armani Winfield,WR,0,0,,2027,144,,60.1,67,01,0,0,1,0,0,0,0,1,3,0,COLO STATE,COLO STATE,4,,,,,,,
158593,Kade Kostus,ED,0,0,,2027,134,,57.7,73.6,D44,0,0,1,6,5,0,0,5,1,0,C MICHIGAN,C MICHIGAN,17,60,59.5,,,,,
158594,Kyle Krebs,CB,0,0,,2027,134,,59.9,65.7,D23,0,0,1,0,0,0,7,0,0,0,C MICHIGAN,C MICHIGAN,7,,,,,,,
158595,Jordan Kwiatkowski,LB,0,1,,2026,134,,38,26.2,D12,0,1,1,0,3,0,0,5,0,0,C MICHIGAN,C MICHIGAN,8,,59.9,,,,,
158608,Donovan Branch,ED,0,0,,2026,146,,60,61.8,D58,0,0,1,0,1,0,0,0,0,0,UCONN,UCONN,1,,59.7,,,,,
158609,D'Mon Brinson,S,0,0,,2027,146,,60.8,62.6,D03,0,0,1,0,6,0,0,0,2,0,UCONN,UCONN,8,,59.9,,,,,
158618,Kylish Hicks,WR,0,0,,2027,146,,61.2,70.5,18,0,0,1,0,0,0,6,1,3,0,UCONN,UCONN,10,,,,,,,
158620,Justin Joly,TE,0,0,2026,2026,248,,61,60.9,15,0,0,1,5,0,0,0,0,0,0,NC STATE,NC STATE,5,60,,,,,,
158623,Lee Molette III,S,0,0,,2028,146,,68.9,65.8,D21,0,0,1,0,0,5,6,0,0,0,UCONN,UCONN,11,,,,,,,
158638,Brady Wayburn,G,0,0,,2027,146,,61.4,66.3,66,0,0,1,4,0,0,0,0,0,0,UCONN,UCONN,4,60,,,,,,
158640,Bryce Anderson,S,0,0,,2027,312,,59.8,65.8,D01,0,0,1,0,0,0,0,2,0,0,TEXAS A&M,TEXAS A&M,2,,,,,,,
158645,Kam Dewberry,G,0,0,2026,2026,312,,62,67.2,75,0,0,1,6,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,6,61.5,,,,,,
158646,AJ DiNota,HB,0,0,,2026,312,,62.4,68.2,41,0,0,1,0,0,7,5,0,2,0,TEXAS A&M,TEXAS A&M,14,,,,59.9,,,
158651,Denver Harris,CB,0,0,,2028,331,,60.1,65.2,D21,0,0,1,0,3,0,0,0,0,0,UTSA,UTSA,3,,59.8,,,,,
158656,Jarred Kerr,S,0,0,,2026,312,,61.3,68.4,D33,0,0,1,0,0,7,5,0,0,0,TEXAS A&M,TEXAS A&M,12,,,,,,,
158662,Theo Melin Ohrstrom,TE,0,0,,2027,312,,61.3,61.5,17,0,0,1,6,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,6,60,,,,,,
158663,Ethan Moczulski,K,0,0,,2027,187,66.4,60,68.4,S27,0,0,1,0,0,5,0,0,0,0,ILLINOIS,ILLINOIS,5,,,,,,,
158667,LT Overton,ED,0,0,2026,2026,103,,60.1,64.2,D22,0,0,1,0,4,0,0,0,0,0,ALABAMA,ALABAMA,4,,59.8,,,,,
158669,Kent Robinson,CB,0,0,,2026,346,,60.5,66.5,D11,0,0,1,0,0,0,0,0,2,0,W KENTUCKY,W KENTUCKY,2,,,,,,,
158675,Shemar Stewart,ED,0,0,2025,2025,312,,60.2,64.7,D04,0,0,1,0,2,0,0,0,1,0,TEXAS A&M,TEXAS A&M,3,,59.5,,,,,
158685,PJ Williams,T,0,0,,2027,287,,61.4,63.3,59,0,0,1,7,0,0,0,0,0,0,SMU,SMU,7,60,,,,,,
158687,Vinny Anthony II,WR,0,0,2026,2026,349,,59.6,66.9,08,0,0,1,0,0,0,3,5,0,0,WISCONSIN,WISCONSIN,8,,,,62.8,,,
158688,Chris Brooks Jr.,WR,0,0,,2027,349,,75,68.4,84,0,0,1,0,0,4,3,0,4,0,WISCONSIN,WISCONSIN,11,,,,,,,
158689,Austin Brown,S,0,0,2026,2026,349,,60.5,65.8,D09,0,0,1,0,0,0,3,3,3,0,WISCONSIN,WISCONSIN,9,,,,,,,
158690,Joe Brunner,G,0,0,,2027,349,,61.2,67.2,56,0,0,1,4,0,0,0,0,0,0,WISCONSIN,WISCONSIN,4,60,,,,,,
158693,Drew Evans,G,0,0,,2027,190,,61.6,63.4,62,0,0,1,8,0,0,0,0,0,0,INDIANA,INDIANA,8,60,,,,,,
158698,Charlie Jarvis,S,0,0,,2027,349,,92.8,67.8,D34,0,0,1,0,0,0,0,0,4,0,WISCONSIN,WISCONSIN,4,,,,,,,
158699,Gabe Kirschke,ED,0,0,,2027,144,,92.9,65.5,D58,0,0,1,0,2,0,0,0,3,0,COLO STATE,COLO STATE,5,,91.3,,,,,
158700,Gavin Lahm,K,0,0,,2027,349,67.8,60,67.8,S97,0,0,1,0,0,4,0,0,0,0,WISCONSIN,WISCONSIN,4,,,,,,,
158706,Curt Neal,DI,0,0,,2028,349,,59.8,64.3,D92,0,0,1,0,3,0,0,0,1,0,WISCONSIN,WISCONSIN,4,,59.2,,,,,
158712,Cade Yacamelli,HB,0,0,,2027,349,,72.1,67.2,25,0,0,1,0,0,0,3,5,0,0,WISCONSIN,WISCONSIN,8,,,,,,,
158715,Jai-Ayviauynn Celestine,S,0,0,,2027,109,,65.2,69,D24,0,0,1,0,0,2,3,4,2,0,ARIZONA,ARIZONA,11,,,,59.9,,,
158719,Tacario Davis,CB,0,0,2026,2026,109,,60.4,65.6,D01,0,0,1,0,4,0,0,0,0,0,ARIZONA,ARIZONA,4,,60,,,,,
158730,Jacob Rich Kongaika,DI,0,0,,2026,110,,58.9,63.5,D98,0,0,1,0,4,0,0,0,0,0,ARIZONA ST,ARIZONA ST,4,,58.9,,,,,
158731,Sterling Lane II,ED,0,0,,2027,109,,60,62.7,D08,0,0,1,0,1,0,0,0,0,0,ARIZONA,ARIZONA,1,,59.8,,,,,
158733,Jacob Manu,LB,0,0,,2027,109,,60.1,63.8,D05,0,0,1,0,2,0,0,0,0,0,ARIZONA,ARIZONA,2,,60.1,,,,,
158739,Tyler Powell,TE,0,0,,2027,109,,60,60.3,87,0,0,1,2,0,0,0,0,0,0,ARIZONA,ARIZONA,2,60,,,,,,
158742,Jonah Savaiinaea,T,0,0,2025,2025,109,,59,62.1,71,0,0,1,0,2,0,0,0,0,0,ARIZONA,ARIZONA,2,,58.9,,,,,
158748,Ta'ita'i Uiagalelei,DI,0,0,,2027,109,,59.3,63.3,D46,0,0,1,0,6,0,0,0,0,0,ARIZONA,ARIZONA,6,,59.3,,,,,
158753,Aaron Alexander,ED,0,0,,2027,223,,62.4,68.5,D33,0,0,1,0,0,9,4,0,1,0,MICH STATE,MICH STATE,14,,,,,,,
158812,Kaleb Brown,LB,1,0,,2027,331,,71,72.2,D43,0,0,1,0,0,8,0,4,6,0,UTSA,UTSA,18,,,,,,,
158814,Camron Cooper,ED,0,0,,2028,331,,67.9,69.1,D23,0,0,1,0,0,8,5,4,6,0,UTSA,UTSA,23,,,,,,,
158819,Alpha Khan,WR,0,0,,2027,331,,61.1,66.9,32,0,0,1,0,0,3,0,0,2,0,UTSA,UTSA,5,,,,,,,
158822,Deandre Marshall,G,0,0,,2027,331,,61.2,63.1,70,0,0,1,6,0,0,0,0,0,0,UTSA,UTSA,6,60,,,,,,
158826,Owen Pewee,S,0,0,,2027,331,,68.5,70.1,D09,0,0,1,0,2,8,4,0,0,1,UTSA,UTSA,14,,59.9,,,,,
158827,Ben Rios,G,0,0,,2027,331,,61.6,67,57,0,0,1,6,0,0,0,0,0,0,UTSA,UTSA,6,60,,,,,,
158828,Tate Sandell,K,0,0,,2027,331,74.5,60.6,68.6,S29,0,0,1,6,0,8,0,0,0,0,UTSA,UTSA,14,,,,,,71.7,
158831,Houston Thomas,TE,0,0,,2027,331,,59.5,65.4,88,0,0,1,0,0,0,5,0,0,0,UTSA,UTSA,5,,,,,,,
158833,Jace Wilson,WR,0,0,,2028,331,,59.9,65.2,10,0,0,1,0,0,0,5,0,0,0,UTSA,UTSA,5,,,,,,,
158982,Ormanie Arnold,CB,0,0,,2027,138,,50.3,67.2,D08,0,0,1,0,2,5,0,0,3,0,CINCINNATI,CINCINNATI,10,,59.8,,,,,
158999,Vincent Genatone,LB,0,0,,2028,238,,61.3,66.4,D30,0,0,1,0,0,2,0,0,1,0,NEBRASKA,NEBRASKA,3,,,,,,,
159042,Salem Abdul-Wahab,LS,0,0,,2028,324,,62.8,62,S50,0,0,1,6,0,0,0,0,0,0,UCLA,UCLA,6,63.4,,70.1,,,,
159070,Peseti Lapuaho,T,0,0,,2026,285,,60.9,62,79,0,0,1,5,0,0,0,0,0,0,S JOSE ST,S JOSE ST,5,60,,,,,,
159243,Nick Levy,LS,0,0,,2026,273,,50.2,25.2,S44,0,1,1,1,0,0,0,4,0,0,PURDUE,PURDUE,5,60,,81,,,,
159385,Bilhal Kone,CB,0,0,2025,2025,347,,67.9,67.2,D01,0,0,1,0,5,4,0,0,1,1,W MICHIGAN,W MICHIGAN,10,,59.8,,,,,
159396,Antoineo Harris Jr.,ED,0,0,,2026,241,,59.8,63,D55,0,0,1,0,1,0,0,0,0,0,NEW MEXICO,NEW MEXICO,1,,59.6,,,,,
159431,Jahsiah Galvan,LB,0,0,,2027,300,,58.9,69.8,D43,0,0,1,0,0,0,6,0,3,0,STANFORD,STANFORD,9,,,,,,,
159486,Aakeem Snell,CB,0,0,,2026,134,,60,65.2,D08,0,0,1,0,0,0,0,0,2,0,C MICHIGAN,C MICHIGAN,2,,,,,,,
159604,Cam Thompson,WR,0,0,,2027,254,,60,62,00,0,0,1,0,0,0,4,0,0,0,N ILLINOIS,N ILLINOIS,4,,,,62.5,,,
159623,Christian Fuhrman,LB,0,0,,2026,254,,61.8,63.8,D44,0,0,1,0,3,0,0,0,4,0,N ILLINOIS,N ILLINOIS,7,,59.9,,,,,
159769,Christian Richter,T,0,0,,2028,214,,61.2,64.2,79,0,0,1,5,0,0,0,0,0,0,MARSHALL,MARSHALL,5,60,,,,,,
159913,Jam Jackson,CB,0,0,,2027,335,,60.7,68.2,D09,0,0,1,0,7,0,0,0,2,0,VIRGINIA,VIRGINIA,9,,59.6,,,,,
160062,McKenzie Agnello,C,0,0,,2027,241,,61.4,66.4,66,0,0,1,4,0,0,0,3,0,0,NEW MEXICO,NEW MEXICO,7,60,,,,,,
160091,Jordan Polk,S,0,0,2025,2025,314,,60.7,62.3,D10,0,0,1,0,4,0,0,0,2,0,TEXAS ST,TEXAS ST,6,,59.8,,,,,
160124,Ian Conerly-Goodly,S,0,0,,2026,318,,60.4,62.9,D39,0,0,1,0,4,1,0,0,0,0,TROY,TROY,5,,60,,,,,
160267,Adrian Maddox,S,0,0,,2027,321,,53,69.1,D07,1,0,1,0,3,6,0,5,8,0,UAB,UAB,22,,59.8,,,,,
160280,Garret Hagler,HB,0,0,,2026,281,,74.4,68.7,27,0,0,1,0,0,0,6,0,0,0,SM HOUSTON,SM HOUSTON,6,,,,,,,
160286,Tyler Bailey,CB,0,0,,2027,281,,71.9,69.7,D12,0,0,1,0,0,0,6,0,3,0,SM HOUSTON,SM HOUSTON,9,,,,,,,
160287,Thomas Jewett,TE,0,0,,2027,281,,54.3,64,86,0,0,1,0,0,0,6,0,0,0,SM HOUSTON,SM HOUSTON,6,,,,,,,
160290,Jaidan Scott,S,0,0,,2027,281,,60,63.4,D22,0,0,1,0,0,0,0,1,0,0,SM HOUSTON,SM HOUSTON,1,,,,,,,
160296,Sincere Jackson,LB,0,0,,2026,281,,60.1,62.4,D08,0,0,1,0,5,0,0,0,0,0,SM HOUSTON,SM HOUSTON,5,,60,,,,,
160310,Justin Kirkland,DI,0,0,,2027,262,,59.1,63.5,D97,0,0,1,0,4,0,0,0,0,0,OKLA STATE,OKLA STATE,4,,59,,,,,
160315,Brendan Durkin,LS,0,0,,2027,241,,62,61.6,S30,0,0,1,4,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,4,60,,69.2,,,,
160350,NaQuari Rogers,HB,0,0,,2026,241,,57.5,67.8,28,0,0,1,0,0,0,5,0,1,0,NEW MEXICO,NEW MEXICO,6,,,,,,,
160351,Myles Rowser,S,0,0,,2027,110,,60,61.9,D04,0,0,1,0,5,0,0,0,0,0,ARIZONA ST,ARIZONA ST,5,,59.9,,,,,
160363,Qua Ashley,HB,0,0,,2027,200,,60,61.8,30,0,0,1,0,0,0,3,0,0,0,KENNESAW,KENNESAW,3,,,,59.4,,,
160365,Sulaiman Bah,CB,0,0,,2026,200,,71.6,69.3,D31,0,0,1,0,0,2,4,0,9,0,KENNESAW,KENNESAW,15,,,,,,,
160368,Rob Brown,HB,0,0,,2026,200,,56.8,64.9,33,0,0,1,0,0,0,4,0,0,0,KENNESAW,KENNESAW,4,,,,,,,
160373,Rowan Darnell,TE,0,0,,2027,200,,53.9,63.7,85,0,0,1,1,0,0,4,0,0,0,KENNESAW,KENNESAW,5,60,,,,,,
160380,Donelius Johnson,LB,0,0,,2027,200,,59.9,62,D48,0,0,1,0,3,0,0,0,0,0,KENNESAW,KENNESAW,3,,59.8,,,,,
160381,Milon Jones,S,0,0,,2026,200,,45.4,69.5,D29,1,0,1,0,3,2,0,9,0,0,KENNESAW,KENNESAW,14,,60,,,,,
160382,Carson Kent,TE,0,0,,2027,200,,60,60.9,86,0,0,1,1,0,0,0,0,0,0,KENNESAW,KENNESAW,1,60,,,,,,
160392,RJ Taylor,ED,0,0,,2027,200,,60.1,61.7,D98,0,0,1,0,3,0,0,0,0,0,KENNESAW,KENNESAW,3,,60,,,,,
160395,Jayven Williams,CB,0,0,,2027,200,,47.8,66.5,D15,0,0,1,0,3,2,0,0,9,0,KENNESAW,KENNESAW,14,,60,,,65.3,,
160445,Devon Marshall,CB,0,0,2026,2026,248,,60.1,69,D16,0,0,1,0,6,0,0,5,1,0,NC STATE,NC STATE,12,,59.7,,,,,
160756,Kevin Coleman Jr.,WR,0,0,2026,2026,227,,60,62.8,03,0,0,1,0,0,0,0,0,2,0,MISS STATE,MISS STATE,2,,,,,61.9,,
160766,Travis Hunter,CB,0,0,2025,2025,143,,60,60.7,12,0,0,1,0,1,0,0,0,0,0,COLORADO,COLORADO,1,,60,,,,,
160767,Alejandro Mata,K,0,0,,2026,143,,60,63.7,S16,0,0,1,6,0,0,0,0,0,0,COLORADO,COLORADO,6,,,,,,68.3,
160799,Chandler Matthews,LB,0,0,,2025,346,,52.7,67.4,D12,0,0,1,0,2,6,0,5,0,0,W KENTUCKY,W KENTUCKY,13,,59.6,,,,,
160975,Wendol Philord,S,0,0,,2026,165,,60,63.6,D00,0,0,1,0,0,0,0,0,4,0,FAU,FAU,4,,,,,63.1,,
161259,Tommy Winton III,WR,0,0,,2027,307,,61.2,67.4,30,0,0,1,0,0,5,0,0,0,0,TENNESSEE,TENNESSEE,5,,,,,,,
161339,Rahkeem Smith,WR,0,0,,2027,122,,60,63.7,16,0,0,1,0,0,0,3,0,2,0,BOWL GREEN,BOWL GREEN,5,,,,58.9,60,,
161375,Syeed Gibbs,CB,0,0,,2027,176,,60.4,64.5,D16,0,0,1,0,5,0,0,0,1,0,GA TECH,GA TECH,6,,59.9,,,,,
161406,Caleb Flagg,S,0,0,,2027,229,,47.8,67.2,D36,1,0,1,0,0,5,0,0,4,0,MISSOURI,MISSOURI,9,,,,,,,
161419,Ismail Mahdi,HB,0,0,,2027,314,,56.8,65.7,21,0,0,1,0,0,0,5,0,0,0,TEXAS ST,TEXAS ST,5,,,,,,,
161530,Allen Ortiz,WR,0,0,,2026,242,,68.7,69,81,0,0,1,0,0,0,5,0,6,0,NEW MEX ST,NEW MEX ST,11,,,,,,,
161580,Tyler Hallum,CB,0,0,,2027,200,,68.4,73.1,D20,0,0,1,0,3,0,0,6,9,0,KENNESAW,KENNESAW,18,,59.8,,,,,
161671,Gerald Kilgore,S,0,0,,2027,289,,60.5,68.8,D23,1,0,1,0,0,7,0,7,4,1,S CAROLINA,S CAROLINA,18,,,,,,,
161679,Justin Pegues,HB,0,0,,2026,122,,60,63.6,20,0,0,1,0,0,0,0,0,4,0,BOWL GREEN,BOWL GREEN,4,,,,,72.9,,
162115,Jamel Johnson,CB,0,0,,2027,306,,60.3,66.2,D20,0,0,1,0,1,0,0,0,1,0,TEMPLE,TEMPLE,2,,60,,,,,
162120,Bryce Llewellyn,LB,0,0,,2027,160,,36.6,65.4,D06,1,0,1,0,0,7,0,0,0,0,E MICHIGAN,E MICHIGAN,7,,,,,,,
162137,Jaden Dugger,S,0,0,2026,2026,207,,60.4,64.7,D22,0,0,1,0,5,0,0,0,0,0,LA LAFAYET,LA LAFAYET,5,,60.1,,,,,
162439,Jack Velling,TE,0,0,2026,2026,223,,61.8,61.7,12,0,0,1,9,0,0,0,0,0,0,MICH STATE,MICH STATE,9,61.4,,,,,,
162441,Jake Reichle,HB,1,0,,2028,265,,58.2,70.6,34,1,0,1,0,0,5,7,4,2,1,OREGON ST,OREGON ST,18,,,,,,,
162446,Luka Vincic,C,0,0,,2027,265,,61.1,65.7,63,0,0,1,3,0,0,0,0,0,0,OREGON ST,OREGON ST,3,60,,,,,,
162449,Melvin Jordan IV,LB,0,0,,2027,265,,60.6,64.9,D44,0,0,1,0,7,0,0,1,1,0,OREGON ST,OREGON ST,9,,60,,,,,
162450,Nathan Elu,T,0,0,,2028,265,,55.1,63.4,78,0,0,1,3,0,0,0,4,0,0,OREGON ST,OREGON ST,7,60,,,,,,
162452,Quincy Wright,DI,0,0,,2028,281,,59.7,63,D99,0,0,1,0,2,0,0,0,0,0,SM HOUSTON,SM HOUSTON,2,,59.5,,,,,
162455,Tyree Blake,LB,0,0,,2028,265,,60.4,63.3,D47,0,0,1,0,0,2,0,0,0,0,OREGON ST,OREGON ST,2,,,,,,,
162456,Chase Barry,P,0,0,,2028,324,,60.6,60.7,S45,0,0,1,6,0,0,0,0,0,0,UCLA,UCLA,6,60,,,,,,
