playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesRunDefense,gradesPassRushDefense,gradesTackle
100595,Sitiveni Havili Kaufusi,DI,0,0,,0,0,,UCLA,0,D95,0,0,0,4,1,2026,7,0,0,,0,0,0,1,0,0,0,0,0,0,UCLA,0,0,0,0,,0,,52.2,,70.3,0,324,7,0,6,0,0,3,0,0,0,0,0,55.3,58.7,
100607,Jonathan McGill,S,3,0,,0,0,66.7,SMU,2,D02,49,11,0,0,1,2025,2,11,2,65.6,0,0,33,0,0,0,0,0,0,0,SMU,1,0,0,0,12,9,0,67.8,5.5,77.9,0,287,51,12,0,0,72.9,18,0,1,29,0,2,69.8,,79.7
100612,Craig Woodson,S,5,0,2025,0,0,60,CAL,7,D02,68,26,0,1,1,2025,2,14,3,75.2,0,0,35,0,0,0,1,0,0,0,CAL,3,0,0,0,6,17,0,77.5,4.7,77.8,0,130,70,6,0,1,64.6,34,0,4,23,0,2,76.5,60,86.6
100655,Kain Medrano,LB,4,0,2025,1,3,100,UCLA,5,D20,48,32,0,4,1,2025,17,35,4,53.4,0,0,35,0,0,0,1,1,0,0,UCLA,2,0,1,0,14,15,30,59.2,8.8,79.1,0,324,65,10,0,0,142.7,26,0,2,0,1,17,68.4,56.9,33.1
100673,Tre'shon Devones,CB,0,0,,0,0,,DUKE,0,D24,2,0,0,0,1,2025,0,0,0,61.2,0,0,2,0,0,0,2,0,0,0,DUKE,0,0,0,0,,0,,62,,66,0,154,2,0,0,0,0,0,0,0,0,0,0,,,
100692,Marlon Bradley,ED,0,0,,0,0,,FAU,2,D95,1,1,0,16,1,2025,28,0,0,60,2,0,1,0,0,0,0,0,0,0,FAU,2,0,2,0,,0,0,68.1,,77.4,0,165,29,0,0,0,0,12,1,0,0,0,28,65.7,64.9,73.9
100703,Latrell Jean,DI,0,0,,0,1,,TEMPLE,2,D07,0,0,0,19,1,2025,40,0,0,,1,0,0,9,7,0,0,0,0,0,TEMPLE,2,0,1,0,,0,33.3,64.3,,76,0,306,40,0,24,0,0,21,2,0,0,0,0,65.3,59,37.6
100722,De'Braylon Carroll,DI,0,0,,0,0,,TEXAS TECH,0,D52,0,0,0,2,1,2025,3,0,0,,0,0,0,0,1,0,0,0,0,0,TEXAS TECH,0,0,0,0,,0,,67.9,,68.2,0,315,3,0,2,0,0,1,0,0,0,0,0,60,66.3,
100742,Eddie Williams,LB,1,0,,0,1,0,FAU,1,D03,49,44,0,3,1,2025,0,0,0,65.3,0,0,26,0,0,0,1,1,0,0,FAU,1,0,1,0,,4,20,70.4,,73.8,0,165,49,0,0,0,39.6,20,1,3,0,0,0,64.6,78.7,49.3
100902,Justin Harris,S,1,0,,0,1,100,TEXAS ST,3,D20,33,20,0,0,1,2025,5,30,1,39.1,0,0,12,0,0,0,0,0,0,0,TEXAS ST,0,0,0,0,30,13,25,46.7,30,73.5,0,314,38,12,0,0,158.3,26,0,0,0,1,5,59.3,,42.4
100942,Hakeem Ajijolaiya,DI,0,0,,0,0,,TCU,0,D93,0,0,0,2,1,2026,2,0,0,,0,0,0,0,2,0,0,0,0,0,TCU,0,0,0,0,,0,,59.2,,69.3,0,305,2,0,0,0,0,0,0,0,0,0,0,,59.1,
100949,Raquan Thompson,DI,0,0,,0,2,,MARSHALL,1,D90,2,2,0,16,1,2025,28,0,0,,1,0,0,0,1,0,0,0,0,0,MARSHALL,1,0,1,0,,0,40,65,,75.2,0,214,30,0,26,0,0,14,0,2,0,0,1,68,56.7,24.6
100987,Ja'Len Sims,LB,2,0,,0,0,50,SO MISS,0,D15,11,11,0,1,1,2026,1,10,1,62.1,0,0,7,0,0,0,0,0,0,0,SO MISS,0,0,0,0,10,0,,67.3,10,70.8,0,296,12,13,0,0,64.6,4,0,0,0,0,1,67,59.5,
101079,Mannie Nunnery,LB,3,0,,0,1,33.3,TEXAS ST,5,D13,45,39,1,3,1,2025,3,17,1,50.5,0,0,19,0,0,0,0,0,0,0,TEXAS ST,6,0,1,0,17,6,12.5,73.4,17,77.3,0,314,48,17,0,1,53.5,26,0,2,0,0,3,90,64,53.8
101091,Jaise Oliver,S,2,0,,0,0,50,TCU,0,D25,3,0,0,0,1,2025,0,3,1,40.8,0,0,3,0,0,0,0,0,0,0,TCU,0,0,0,0,3,3,,35.9,3,68.9,0,305,3,7,0,0,56.3,0,0,0,0,0,0,,,
101129,Caqavouis Berryhill,S,1,0,,0,0,0,USF,0,D05,33,8,0,0,1,2025,0,0,0,78.5,0,0,15,0,0,0,0,0,0,0,USF,0,0,0,0,,2,,75.6,,75.1,0,327,33,0,0,1,39.6,18,0,0,22,0,0,64,,
101162,Isaiah Bagnah,ED,0,0,,0,1,,BYU,2,D13,0,0,0,6,1,2025,23,0,0,51.2,1,0,6,1,0,0,0,0,0,0,BYU,0,0,1,0,,0,25,54.2,,76.9,0,128,23,0,1,0,0,11,0,1,0,0,21,52.4,71.1,35.7
101165,Michael Callahan,DI,0,0,,0,0,,BOISE ST,1,D92,0,0,0,11,1,2025,26,0,0,,0,0,0,0,0,0,0,0,0,0,BOISE ST,1,0,0,0,,0,0,72,,74,0,120,26,0,26,0,0,15,0,1,0,0,0,72,62,72.2
101179,Naki Fahina,DI,0,0,,0,0,,NEW MEX ST,3,D06,0,0,0,38,1,2026,56,0,0,60,1,0,0,10,21,0,0,0,0,0,NEW MEX ST,2,0,1,0,,0,0,65.1,,77.4,0,242,56,0,24,0,0,18,0,0,0,0,1,69.7,57.2,73.6
101229,Jordan Cobbs,LB,0,0,,0,3,,S JOSE ST,9,D08,65,64,0,6,1,2025,1,0,0,59.1,3,0,13,0,0,0,0,0,0,0,S JOSE ST,4,0,3,0,,1,20,58.4,,76,0,285,66,0,0,0,0,47,0,3,0,0,1,57.9,60.1,60.9
101308,Davaughn Celestine,S,0,0,,0,0,,SMU,0,D25,3,0,0,0,1,2026,0,0,0,,0,0,0,0,0,0,0,0,0,0,SMU,0,0,0,0,,0,,60,,68.3,0,287,3,0,0,0,0,3,0,0,3,0,0,60,,
101343,Ajani Carter,CB,3,0,2025,0,0,33.3,HOUSTON,1,D12,44,2,0,0,1,2025,0,6,1,67.2,0,0,17,0,0,0,42,0,0,0,HOUSTON,0,0,0,0,6,0,0,67.8,6,75.8,0,182,44,1,0,1,42.4,27,0,0,0,0,0,64.4,,74.2
101373,Javin Wright,LB,3,0,2026,0,1,66.7,NEBRASKA,2,D33,26,21,0,1,1,2026,0,11,2,63.3,0,0,14,0,0,0,0,0,0,0,NEBRASKA,2,0,0,0,7,5,16.7,57.6,5.5,71.1,0,238,26,8,0,0,72.9,11,0,3,0,0,0,51.5,59.8,64.7
101377,Quinten Johnson,S,1,0,,0,0,100,MICHIGAN,2,D28,27,11,0,0,1,2025,1,4,1,71.1,0,0,20,0,0,0,0,0,0,0,MICHIGAN,1,0,0,0,4,6,0,73.1,4,75.9,0,222,28,1,0,0,83.3,8,0,1,10,0,1,68.6,,78.8
101381,Keshaun Harris,CB,0,0,,0,0,,MICHIGAN,0,D36,7,0,0,0,1,2025,0,0,0,61.8,0,0,2,0,0,0,7,0,0,0,MICHIGAN,0,0,0,0,,0,,63.2,,69.5,0,222,7,0,0,0,0,5,0,0,0,0,0,60,,
101396,Josh Sanguinetti,S,0,0,,0,0,,INDIANA,0,D19,1,0,0,0,1,2025,0,0,0,60,0,0,1,0,0,0,0,0,0,0,INDIANA,0,0,0,0,,0,,60,,63.1,0,190,1,0,0,0,0,0,0,0,1,0,0,,,
101399,Da'Raun McKinney,CB,7,0,,0,0,57.1,C MICHIGAN,6,D05,51,3,0,1,1,2025,0,41,4,71.9,1,0,29,0,0,0,45,0,0,0,C MICHIGAN,3,0,1,0,17,2,0,71.9,10.3,76.3,0,134,51,7,0,2,74.1,21,0,0,1,0,0,68.1,57.8,81
101402,Sebastian Castro,S,5,0,2025,0,3,80,IOWA,3,D29,54,8,0,5,1,2025,6,24,4,52.3,1,0,35,0,0,0,0,0,0,0,IOWA,1,0,1,0,13,44,50,50.9,6,79.6,0,192,60,18,0,0,86.7,20,0,0,2,0,6,58.7,47.4,29
101403,Kyler Fisher,LB,2,0,,0,1,100,IOWA,2,D37,7,4,0,1,1,2025,3,20,2,63.1,0,0,6,0,0,0,0,0,0,0,IOWA,1,0,0,0,14,3,33.3,63.4,10,73.6,0,192,10,15,0,0,108.3,3,1,0,0,0,3,60,59.7,35
101405,Noah Potter,ED,0,0,,0,0,,NC STATE,0,D97,0,0,0,30,1,2025,48,0,0,,1,0,0,34,1,0,0,0,0,0,NC STATE,0,0,1,0,,0,0,61.4,,74.9,0,248,48,0,3,0,0,18,0,1,0,0,10,64.7,57.2,71.3
101408,Smith Vilbert,ED,0,0,2026,0,0,,PENN STATE,1,D92,0,0,0,3,1,2026,10,0,0,60,0,0,1,0,0,0,0,0,1,0,PENN STATE,0,0,0,0,,0,0,32.3,,0,0,266,10,0,0,0,0,6,0,0,0,0,10,44.8,56.8,71.5
101409,Gio Paez,DI,0,0,,0,0,,LSU,2,D99,0,0,0,10,1,2025,21,0,0,60,1,0,0,1,4,0,0,0,1,0,LSU,1,0,1,0,,0,0,58.7,,0,0,211,21,0,16,0,0,11,0,0,0,0,0,64.2,64.7,72.1
101410,Rodas Getachew-Johnson,DI,0,0,,0,0,,TEXAS A&M,1,D56,0,0,0,8,1,2025,16,0,0,,1,0,0,0,12,0,0,0,0,0,TEXAS A&M,1,0,1,0,,0,0,69.6,,74.4,0,312,16,0,4,0,0,8,0,0,0,0,0,67.3,64,70.1
101411,Michael Fletcher,ED,0,0,2025,0,0,,APP STATE,2,D05,0,0,1,18,1,2025,38,0,0,,2,0,0,23,0,0,0,0,0,0,APP STATE,2,0,3,0,,0,0,56.7,,76.5,0,108,38,0,0,0,0,20,0,0,0,0,15,50.3,66,76.1
101415,Sulaiman Kpaka,DI,0,0,,0,1,,MISS STATE,2,D08,0,0,0,10,1,2025,34,0,0,,0,0,0,3,1,0,0,0,0,0,MISS STATE,2,0,0,0,,0,25,46,,75,0,227,34,0,27,0,0,24,1,1,0,0,3,45.8,56.3,45
101424,Anthony Booker Jr.,DI,0,0,2025,0,0,,SMU,0,D10,0,0,0,15,1,2025,27,0,0,,0,0,0,0,6,0,0,0,0,0,SMU,0,0,0,0,,0,,53,,74.8,0,287,27,0,21,0,0,12,0,0,0,0,0,52.8,57.2,70.1
101432,Trill Carter,DI,0,0,,0,0,,AUBURN,0,D92,0,0,0,3,1,2025,8,0,0,,0,0,0,0,6,0,0,0,0,0,AUBURN,0,0,0,0,,0,,38.5,,72.4,0,115,8,0,2,0,0,5,0,0,0,0,0,42.6,58.8,
101439,Jeramy Passmore,DI,0,0,,0,0,,FIU,0,D08,0,0,0,12,1,2025,38,0,0,,1,0,0,10,0,0,0,0,0,0,FIU,0,0,1,0,,0,0,61.4,,74.8,0,166,38,0,26,0,0,26,0,1,0,0,2,62.5,57,69.7
101446,Ty Robinson,DI,0,0,2025,0,1,,NEBRASKA,3,D09,0,0,0,26,1,2025,43,0,0,60.5,1,0,0,11,2,0,0,1,1,0,NEBRASKA,3,0,2,0,,0,20,60.6,,0,0,238,43,0,27,0,0,17,0,1,0,0,3,66,59.9,50.6
101453,Jaden McKenzie,DI,0,0,,0,0,,E CAROLINA,1,D93,0,0,0,18,1,2025,24,0,0,,1,0,0,3,8,0,0,0,0,0,E CAROLINA,0,0,1,0,,0,0,55,,74.5,0,156,24,0,12,0,0,6,0,0,0,0,1,52.1,60.2,70.2
101455,Dvon J-Thomas,DI,0,0,2025,0,0,,PENN STATE,2,D91,1,1,0,18,1,2025,34,0,0,60,1,0,0,3,0,0,0,0,0,0,PENN STATE,2,0,1,0,,0,0,58.6,,75.3,0,266,35,0,31,0,0,17,0,1,0,0,0,54.8,62.5,73.8
101457,Maverick Hansen,DI,0,0,,0,0,,MICH STATE,0,D97,0,0,1,24,1,2025,38,0,0,,3,0,0,0,1,1,0,0,0,1,MICH STATE,1,0,4,0,,0,,69.1,,75.7,0,223,38,0,37,0,0,14,0,0,0,0,0,62.4,69.7,70.2
101496,Lance Dixon,LB,1,0,2025,0,1,100,TOLEDO,3,D08,25,21,0,0,1,2025,10,8,1,53,0,0,7,0,0,0,0,0,0,0,TOLEDO,0,0,0,0,8,4,25,55.7,8,75.1,0,316,35,6,0,0,100,28,0,0,0,0,10,58.9,,43.6
101501,Ryan Meed,LB,3,0,,0,0,66.7,ILLINOIS,3,D34,28,28,0,2,1,2025,0,10,2,74.6,0,0,10,0,0,0,0,0,0,0,ILLINOIS,1,0,0,0,7,0,0,74.2,5,73.7,0,187,28,11,0,0,71.5,16,0,2,0,0,0,64.8,58.3,79.8
101503,DJ Gordon IV,LB,0,0,,1,0,,USF,6,D08,35,32,0,3,1,2025,1,0,0,71.6,1,0,11,0,0,0,0,0,0,0,USF,3,0,1,0,,0,0,78.1,,75.1,0,327,36,0,0,0,0,22,1,1,3,0,1,76.5,57.8,81.2
101504,Donald Willis,LB,5,0,,0,5,80,W MICHIGAN,8,D15,57,54,0,3,1,2025,4,22,4,55.5,1,0,18,0,0,0,1,0,0,0,W MICHIGAN,6,0,1,0,12,2,26.3,56.2,5.5,77,0,347,61,11,0,0,85,40,1,6,0,0,4,55.5,68,36.6
101505,Ben McNaboe,ED,0,0,,1,1,,OHIO,1,D08,0,0,1,21,1,2025,38,0,0,70.4,1,0,1,0,0,0,0,0,0,0,OHIO,2,0,2,0,,0,50,73.2,,79.3,0,259,38,0,0,0,0,16,0,0,0,0,38,62.6,68.7,46.5
101506,Derik LeCaptain,LB,0,0,,0,0,,MINNESOTA,0,D35,1,0,0,0,1,2026,0,0,0,,0,0,0,0,0,0,0,0,0,0,MINNESOTA,0,0,0,0,,0,,60.1,,60,0,225,1,0,0,0,0,1,0,0,0,0,0,60,,
101510,Charles Willekes,LB,1,0,,0,1,100,ARK STATE,6,D36,62,59,1,5,1,2025,0,2,1,60.5,1,0,25,0,0,0,0,0,0,0,ARK STATE,6,0,2,0,2,3,10,78.8,2,77.8,0,113,62,6,0,0,79.2,32,0,3,0,0,0,88.8,63.3,73.1
101520,Jacob Wahlberg,LB,0,0,,0,0,,W MICHIGAN,2,D08,65,60,0,6,1,2025,0,0,0,61.1,0,0,14,0,0,0,0,1,0,0,W MICHIGAN,2,0,1,0,,5,0,52.5,,73,0,347,65,0,0,0,0,45,0,5,0,0,0,50.8,52.9,81.7
101601,John Bullock,LB,1,0,2025,0,0,0,NEBRASKA,3,D05,31,27,0,5,1,2025,2,0,0,50.8,2,0,16,0,0,0,0,0,0,0,NEBRASKA,2,0,2,0,,4,0,63.7,,74.8,0,238,33,0,0,0,39.6,12,2,1,0,0,2,71.5,73.8,78.8
101664,Bryson Shaw,S,0,0,,0,0,,USC,0,D27,6,5,0,0,1,2025,0,0,0,61.8,0,0,3,0,0,0,0,0,0,0,USC,0,0,0,0,,1,,62.2,,71.2,0,326,6,0,0,0,0,3,0,0,0,0,0,60,,
101666,Tyler Rudolph,S,5,0,,0,2,60,UMASS,3,D04,42,11,0,0,1,2025,0,86,3,34.9,0,0,26,0,0,0,1,0,0,0,UMASS,0,0,0,0,49,4,33.3,38.9,28.7,76,0,216,42,31,0,0,143.8,16,0,1,26,1,0,58.6,,46.6
101668,Tate Hallock,S,3,1,,0,2,66.7,W MICHIGAN,6,D03,58,34,0,1,1,2026,5,81,2,90.5,1,1,17,0,0,0,0,0,0,0,W MICHIGAN,0,0,1,0,55,5,25,68.8,40.5,76.2,0,347,63,5,0,1,70.1,45,0,0,19,0,5,43.7,59.7,46.1
101670,Marvin Grant,S,2,0,,0,1,50,KANSAS,6,D04,46,9,0,1,1,2025,0,5,1,48.6,0,0,35,0,0,0,0,0,0,0,KANSAS,2,0,0,0,5,8,14.3,52.1,5,77.7,0,198,46,1,0,0,56.3,10,1,0,29,0,0,67.5,57.7,63.7
101737,Quinn Schulte,S,1,0,,0,2,100,IOWA,6,D30,59,14,0,0,1,2025,0,6,1,73,0,0,40,0,0,0,0,0,0,0,IOWA,2,0,0,0,6,3,22.2,65.2,6,76.6,0,192,59,3,0,0,91.7,19,0,1,42,0,0,44.4,,51.2
101741,TJ Sheffield,WR,0,0,2025,0,0,,UCONN,0,08,1,0,0,0,1,2025,0,0,0,,0,0,0,0,0,0,0,0,0,0,UCONN,0,0,0,0,,0,,60,,60,0,146,1,0,0,0,0,1,0,0,0,0,0,60,,
101756,Gavin Pringle,CB,5,0,,0,2,40,GA STATE,6,D03,85,5,0,0,1,2025,0,14,2,58.6,0,0,54,0,0,0,75,0,0,0,GA STATE,2,0,0,0,8,5,22.2,58.5,7,77.8,0,175,85,9,0,2,87.5,31,0,1,0,1,0,57.9,,48.3
101807,Alijah Huzzie,CB,3,0,2025,0,1,66.7,N CAROLINA,2,D28,66,10,0,0,1,2025,2,12,2,58.1,0,0,36,0,0,0,54,0,1,0,N CAROLINA,1,0,0,0,11,2,20,59,6,76.6,0,245,68,7,0,0,74.3,32,0,2,0,0,2,61.2,,52.7
101846,Ray Williams,S,4,0,,0,0,25,JAMES MAD,2,D06,30,3,0,0,1,2025,0,6,1,72.2,0,0,12,0,0,0,27,0,0,0,JAMES MAD,1,0,0,0,6,0,0,74.5,6,73.7,0,197,30,0,0,0,39.6,18,0,1,0,0,0,70,,78.2
101899,Jude Okolo,DI,0,0,,0,0,,MARSHALL,0,D13,0,0,0,6,1,2025,8,0,0,,0,0,0,0,0,0,0,0,0,0,MARSHALL,0,0,0,0,,0,,67.6,,70.6,0,214,8,0,8,0,0,2,0,0,0,0,0,60.2,66.5,
101963,Kamari Stephens,ED,0,0,,0,1,,ARK STATE,2,D80,0,0,0,19,1,2025,41,0,0,57.9,1,0,0,0,0,0,0,0,0,0,ARK STATE,1,0,1,0,,0,20,59.7,,78.8,0,113,41,0,0,0,0,22,1,2,0,0,41,71.2,56.6,56.3
101973,Marquez Tatum,DI,0,0,,0,1,,FIU,0,D94,0,0,0,6,1,2026,18,0,0,,0,0,0,3,5,0,0,0,0,0,FIU,0,0,0,0,,0,100,31.7,,73.2,0,166,18,0,10,0,0,12,0,0,0,0,0,31.3,57.1,22.1
101993,James Carpenter,DI,0,0,2025,0,0,,INDIANA,1,D99,0,0,0,26,1,2025,52,0,0,,1,0,0,17,2,0,0,3,0,0,INDIANA,0,0,4,0,,0,0,63.5,,76.6,0,190,52,0,30,0,0,26,0,0,0,0,3,65.1,58.8,70.8
102046,James Neal,LB,1,0,,0,2,100,TEXAS ST,3,D25,18,16,0,1,1,2025,0,22,1,54.2,1,0,6,0,0,0,0,0,0,0,TEXAS ST,1,0,1,0,22,2,33.3,54,22,73.5,0,314,18,27,0,0,118.8,11,0,1,0,0,0,58.5,59.6,30.8
102067,Monroe Beard III,LB,0,0,,0,0,,MARSHALL,0,D08,4,3,0,0,1,2026,0,0,0,60,0,0,1,0,0,0,0,0,0,0,MARSHALL,0,0,0,0,,1,,53.3,,66.8,0,214,4,0,0,0,0,3,0,0,0,0,0,55.5,,
102111,Tray Dunson,LB,2,0,,0,2,50,UTEP,2,D05,16,16,0,1,1,2025,0,13,1,50.2,0,0,6,0,0,0,0,0,0,0,UTEP,0,0,0,0,13,0,40,48.9,13,71.1,0,330,16,14,0,0,70.8,9,0,1,0,0,0,55.5,59.5,29.9
102148,Taurus Jones,LB,2,0,,0,2,100,JAMES MAD,3,D00,52,52,1,6,1,2025,10,35,2,49,3,0,21,0,0,0,0,0,0,0,JAMES MAD,3,0,4,0,29,0,25,63.5,17.5,79.7,0,197,62,6,0,0,118.8,35,0,3,0,0,10,69.5,70.8,50.9
102450,Jaylon Jimmerson,CB,3,0,,0,0,66.7,SM HOUSTON,5,D04,51,3,0,0,1,2025,5,0,2,57,0,0,14,0,0,0,0,0,0,0,SM HOUSTON,1,0,0,0,5,47,0,55.7,0,81.7,0,281,56,6,0,0,70.1,42,1,1,1,0,5,53.8,,82.4
102685,Isaiah Rutherford,CB,1,0,,0,0,0,UMASS,0,D02,23,1,0,0,1,2025,0,0,0,65.3,0,0,16,0,0,0,20,0,0,0,UMASS,0,0,0,0,,2,,65.7,,73.9,0,216,23,0,0,0,39.6,7,0,0,0,0,0,60.7,,
102686,K.J. Wallace,S,5,0,,0,1,60,UCLA,5,D07,44,17,0,3,1,2025,1,18,3,73.6,1,0,26,0,0,0,0,0,0,0,UCLA,4,0,1,0,12,24,16.7,73.2,6,74.8,0,324,45,27,0,1,67.1,16,4,0,3,0,1,72.9,47.7,67
102695,George Udo,S,5,0,,0,2,80,BALL ST,10,D10,72,52,0,1,1,2025,0,25,4,53.7,0,0,35,0,0,0,0,0,0,0,BALL ST,2,0,0,0,11,9,15.4,58.1,6.3,75.9,0,117,72,30,0,0,127.1,36,0,1,11,1,0,66.3,59.4,63
102725,Nana Osafo-Mensah,ED,0,0,,0,0,,TCU,2,D54,0,0,1,33,1,2025,50,0,0,70,0,0,1,21,0,0,0,0,0,0,TCU,3,0,1,0,,0,0,61.7,,77.4,0,305,50,0,0,0,0,16,1,2,0,0,29,61.5,55.3,77.4
102763,Kenny Haynes,LB,2,0,,0,0,100,TEXAS ST,0,D14,21,18,0,0,1,2025,2,40,2,34.9,0,0,7,0,0,0,0,0,0,0,TEXAS ST,0,0,0,0,29,3,,47.9,20,74.9,0,314,23,12,0,0,158.3,16,0,0,0,1,2,71.9,,
102788,Ositadinma Ekwonu,ED,0,0,,0,0,,CHARLOTTE,1,D10,2,2,0,7,1,2025,43,0,0,71.3,0,0,5,0,0,0,0,0,0,0,CHARLOTTE,0,0,0,0,,0,0,68.2,,80.3,0,136,45,0,0,0,0,33,0,4,0,0,43,64.4,58,79.6
102837,Cody Winokur,DI,0,0,,0,0,,ARMY,0,D93,0,0,0,5,1,2025,8,0,0,,0,0,0,0,6,0,0,0,0,0,ARMY,0,0,0,0,,0,,60.4,,72.3,0,114,8,0,2,0,0,3,0,0,0,0,0,61.2,58,
102848,Brendan Harrington,LB,4,0,,0,2,75,APP STATE,9,D08,75,62,0,2,1,2026,2,25,3,64.6,1,0,42,0,0,0,1,0,0,0,APP STATE,5,0,1,0,12,12,13.3,66.1,8.3,79.1,0,108,77,19,0,0,90.6,33,0,4,0,0,2,66.3,56.7,60.5
102860,Jamil Muhammad,ED,1,0,2025,0,0,100,USC,2,D10,1,1,0,8,1,2025,26,4,1,60.7,0,0,6,0,0,0,0,0,0,0,USC,2,0,0,0,4,0,0,69.3,4,78,0,326,27,9,0,0,83.3,13,0,1,0,0,26,74.1,55.8,77.7
103555,Torren Union,S,0,0,,0,1,,UTAH ST,2,D15,16,8,0,0,1,2025,0,0,0,64,0,0,9,0,0,0,0,0,0,0,UTAH ST,2,0,0,0,,8,33.3,65.2,,71.2,0,329,16,0,0,0,0,7,0,0,0,0,0,62.6,,51.1
103597,Antonio Carter II,S,1,0,,0,1,0,JVILLE ST,6,D08,65,31,0,0,1,2025,0,0,0,65.2,0,0,33,0,0,0,1,0,0,0,JVILLE ST,1,0,0,0,,17,12.5,68,,76.4,0,196,65,0,0,0,39.6,32,0,1,16,0,0,69.4,,72.7
103655,Logan Lutui,ED,2,0,,0,0,50,BYU,1,D59,0,0,0,8,1,2026,31,5,1,37.1,0,0,3,11,0,0,0,0,0,0,BYU,0,0,0,0,5,0,0,52.6,5,76.8,0,128,31,0,2,0,56.3,20,0,0,0,0,18,66.7,57,72.2
103696,Jevon Leon,ED,0,0,,0,0,,SM HOUSTON,3,D01,0,0,0,7,1,2025,22,0,0,60,1,0,0,4,0,0,0,0,0,0,SM HOUSTON,2,0,1,0,,0,0,67.7,,74.8,0,281,22,0,1,0,0,15,0,2,0,0,17,70,55.1,77.2
103763,Elijah Anderson-Taylor,LB,4,0,,0,0,100,FIU,6,D01,69,65,0,0,1,2025,1,18,4,60.8,0,0,32,0,0,0,0,0,0,0,FIU,3,0,0,0,10,4,0,67.2,4.5,77.2,0,166,70,20,0,0,85.4,38,1,4,0,0,1,71.1,,84.4
103830,Brevin Randle,LB,3,0,,0,1,66.7,UTSA,2,D11,32,25,0,1,1,2025,0,18,2,58.3,1,0,17,0,0,0,0,0,0,0,UTSA,1,0,1,0,9,7,25,56.9,9,70.8,0,331,32,15,0,0,122.2,14,0,1,0,1,0,56.8,59.2,46.9
103845,Anthony Blume,DI,0,0,,0,0,,GA STATE,2,D52,0,0,0,33,1,2025,57,0,0,,5,0,0,0,12,0,0,0,0,0,GA STATE,2,0,5,0,,0,0,68.7,,77.6,0,175,57,0,45,0,0,24,0,1,0,0,0,65.3,67.1,73.8
104220,Justin Whiteside,LB,0,0,,0,0,,C MICHIGAN,3,D06,31,30,0,4,1,2025,1,0,0,66.1,1,0,17,0,0,0,0,0,0,0,C MICHIGAN,2,0,1,0,,1,0,66.8,,72.8,0,134,32,0,0,0,0,11,0,2,0,0,1,60.9,64.2,80.1
104231,Zah Frazier,CB,2,0,2025,0,0,50,UTSA,3,D03,56,7,0,1,1,2025,0,6,1,72.8,1,2,30,0,0,0,49,0,0,1,UTSA,1,0,1,0,6,0,0,80.9,6,75.7,0,331,56,8,0,0,16.7,25,0,0,0,0,0,67.7,60,78.5
104362,Kabbash Richards,ED,0,0,,0,1,,AKRON,0,D94,0,0,0,4,1,2025,9,0,0,,0,0,0,2,0,0,0,1,0,0,AKRON,0,0,1,0,,0,100,61.5,,71.8,0,102,9,0,1,0,0,5,0,0,0,0,6,52.9,73,18.4
104365,Jack Barton,ED,0,0,,0,0,,UCONN,0,D93,0,0,0,14,1,2025,24,0,0,,1,0,0,8,0,0,0,0,0,0,UCONN,0,0,1,0,,0,,59.5,,74.5,0,146,24,0,1,0,0,10,0,0,0,0,15,58.1,60.5,
104393,Devonta Davis,DI,0,0,2025,0,0,,FAU,3,D97,0,0,0,20,1,2025,36,0,0,,0,0,0,0,7,0,0,0,1,0,FAU,2,0,0,0,,0,0,73.3,,0,0,165,36,0,29,0,0,16,1,1,0,0,0,84.2,60.5,74.6
104402,Khairi Manns,ED,0,0,,0,1,,JAMES MAD,5,D11,2,2,0,14,1,2025,46,0,0,61.1,0,0,7,1,0,0,0,0,0,0,JAMES MAD,5,0,0,0,,0,16.7,62.8,,79.9,0,197,48,0,1,0,0,27,0,0,0,0,44,64.9,55.3,51.3
105001,Branson Combs,LB,0,0,2025,0,0,,WAKE,2,D21,18,18,0,4,1,2025,2,0,0,80.6,0,0,7,0,0,1,0,1,0,0,WAKE,1,0,1,0,,0,0,88.3,,71,0,339,20,0,0,0,0,9,0,2,0,0,2,77,65.2,79.2
105076,Omar Rogers,S,2,0,,0,3,50,E CAROLINA,8,D12,77,29,0,1,1,2025,0,5,1,61,0,0,52,0,0,0,0,0,0,0,E CAROLINA,2,0,0,0,5,11,21.4,56.6,5,78.5,0,156,77,1,0,0,56.3,24,2,3,37,0,0,45.5,59.9,52.5
