playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesKickReturn,gradesPuntReturn,gradesPunter,gradesLongSnap,gradesKickoffKicker,gradesFgepKicker
175053,Jaheim Jenkins,CB,0,0,,2027,196,60,61.2,67.6,D22,0,0,1,0,1,0,0,0,5,0,JVILLE ST,JVILLE ST,6,,,,,,,
175055,Joey Mattord,HB,0,0,,2028,160,,58.4,68.7,24,0,0,1,0,0,7,6,3,3,1,E MICHIGAN,E MICHIGAN,19,,,,,,,
175058,Jaivian Norman,CB,0,0,,2028,160,,61.1,64.3,D08,0,0,1,0,0,7,0,0,0,0,E MICHIGAN,E MICHIGAN,7,,,,,,,
175059,Terrance Saunders II,G,0,0,,2028,160,,60.5,61.8,71,0,0,1,2,0,0,0,1,0,0,E MICHIGAN,E MICHIGAN,3,60,,,,,,
175063,Jesse Vasquez,S,0,0,,2026,160,60,60.7,66.4,D12,0,0,1,0,7,0,0,0,0,0,E MICHIGAN,E MICHIGAN,7,,,,,,,
175067,Jamarien Wheeler,WR,0,0,,2026,160,,62.1,67.2,07,0,0,1,0,0,7,0,1,0,0,E MICHIGAN,E MICHIGAN,8,,,,,,,
175068,Daiquan White,CB,0,0,,2028,176,,60,62.2,D04,0,0,1,0,0,0,1,0,0,0,GA TECH,GA TECH,1,,59.9,,,,,
175071,Xe'ree Alexander,LB,0,0,,2028,340,60,62.4,67.7,D10,0,0,1,0,1,10,5,0,2,0,WASHINGTON,WASHINGTON,18,,,,,,,
175091,Zach Johnson,LB,0,0,,2028,300,60.1,61,67.5,D38,0,0,1,0,3,4,9,6,0,1,STANFORD,STANFORD,22,,,,,,,
175097,Andrew Marshall,CB,0,0,,2028,238,59.8,60.4,65.8,D10,0,0,1,0,6,0,0,0,0,0,NEBRASKA,NEBRASKA,6,,,,,,,
175115,Aaron Blancas,WR,0,0,,2026,113,,60,63.6,20,0,0,1,0,0,0,0,0,4,0,ARK STATE,ARK STATE,4,,,62.4,,,,
175134,Khamari Anderson,TE,0,0,,2028,110,,60,68.1,15,0,0,1,0,0,0,5,0,0,0,ARIZONA ST,ARIZONA ST,5,,,,,,,
175138,Anthony Brown-Stephens,WR,0,0,,2027,319,,67.1,63.4,05,0,0,1,0,0,0,9,0,1,0,TULANE,TULANE,10,,57.1,,,,,
175139,Jayvant Brown,LB,0,0,,2028,306,,60,64.9,D30,0,0,1,0,0,0,0,0,1,0,TEMPLE,TEMPLE,1,,,,,,,
175150,Walker Himebauch,LS,0,0,,2028,144,,56.9,64.3,S56,0,0,1,3,0,0,0,8,0,0,COLO STATE,COLO STATE,11,60,,,,72.8,,
175153,Koby Keenum,C,0,0,,2028,227,,61.7,68,50,0,0,1,6,0,0,0,0,0,0,MISS STATE,MISS STATE,6,60,,,,,,
175159,Shamar Porter,WR,0,0,,2028,146,,62.1,66.3,05,0,0,1,0,0,0,1,0,4,0,UCONN,UCONN,5,,,,,,,
175180,Mason Brown,TE,0,0,,2028,156,,60.4,61.1,45,0,0,1,3,0,0,0,0,0,0,E CAROLINA,E CAROLINA,3,60,,,,,,
175184,Adam Cole,CB,0,0,,2028,156,,46.7,67.2,D34,0,0,1,0,0,4,0,0,0,0,E CAROLINA,E CAROLINA,4,,,,,,,
175186,Julien Davis,ED,0,0,,2028,156,59.8,61.8,65.9,D42,0,0,1,0,6,4,7,0,3,0,E CAROLINA,E CAROLINA,20,,,,,,,
175187,Kieran Davis,ED,0,0,,2028,156,,85.5,65.9,D35,0,0,1,0,0,0,7,0,0,0,E CAROLINA,E CAROLINA,7,,,,,,,
175191,Antione Jackson,CB,0,0,,2028,323,59.9,79.1,66,D07,0,0,1,0,1,0,0,2,3,1,UCF,UCF,6,,,53.9,,,,
175194,Malik Leverett,WR,0,0,,2029,156,,74.6,68.2,89,0,0,1,0,0,4,7,4,0,1,E CAROLINA,E CAROLINA,15,,,,,,,
175196,Jimarion McCrimon,T,0,0,,2028,156,,60.8,66.7,62,0,0,1,3,0,0,0,0,0,0,E CAROLINA,E CAROLINA,3,60,,,,,,
175198,Kamaurri McKinley,S,0,0,,2028,156,59.9,61.1,73.5,D20,0,0,1,0,5,0,0,0,1,0,E CAROLINA,E CAROLINA,6,,,,,,,
175207,Bryce Weaver,T,0,0,,2028,156,,61.1,65.7,71,0,0,1,3,0,0,0,0,0,0,E CAROLINA,E CAROLINA,3,60,,,,,,
175213,Tylon Nash,LB,0,0,,2027,218,,61.5,66.2,D41,0,0,1,0,0,7,6,0,0,0,MEMPHIS,MEMPHIS,13,,,,,,,
175277,Kevin Allen,DI,0,0,,2028,287,59.1,59.1,63.5,D93,0,0,1,0,3,0,0,0,0,0,SMU,SMU,3,,,,,,,
175288,Brandon Miyazono,LB,1,0,,2028,287,,60.2,66.8,D29,0,0,1,0,0,1,3,4,0,0,SMU,SMU,8,,,,,,,
175289,Adam Moore Jr.,TE,0,0,,2028,287,,58.3,66.4,05,0,0,1,0,0,0,6,0,2,0,SMU,SMU,8,,,,,,,
175290,Abdul Muhammad,S,0,0,,2028,287,60,61.2,68.7,D27,0,0,1,0,3,0,3,0,2,0,SMU,SMU,8,,,,,,,
175293,Tripp Riordan,TE,0,0,,2028,287,,61,67,84,0,0,1,0,0,3,6,0,0,0,SMU,SMU,9,,,,,,,
175309,Tawfiq Byard,S,0,0,,2028,143,60,60.2,62.4,D07,0,0,1,0,4,1,0,0,0,0,COLORADO,COLORADO,5,,,,,,,
175316,James Jenkins,T,0,0,,2028,327,,62.6,70.3,55,0,0,1,10,0,0,0,0,0,0,USF,USF,10,61.5,,,,,,
175321,Greg Otten,LB,0,0,,2028,327,,62,66.2,D59,0,0,1,0,0,6,0,0,0,0,USF,USF,6,,,,,,,
175327,JeyQuan Smith,WR,0,0,,2028,327,,61.4,68,19,0,0,1,0,0,7,3,1,0,0,USF,USF,11,,61.8,,,,,
175331,Kahlil Ali,S,1,0,,2028,151,59.9,68.2,67,D14,0,0,1,0,1,5,0,1,0,0,DELAWARE,DELAWARE,7,,,,,,,
175360,Chris Elko,WR,0,0,,2028,176,,63.1,69.2,89,0,0,1,0,0,8,4,2,5,0,GA TECH,GA TECH,19,,61.8,,,,,
175363,Myles Forristall,LB,0,0,,2028,176,,62.9,71.8,D34,0,0,1,0,0,8,5,4,6,0,GA TECH,GA TECH,23,,,,,,,
175365,Will Kiker,CB,0,0,,2028,176,59.8,59.1,70.9,D39,0,0,1,0,5,8,5,4,7,0,GA TECH,GA TECH,29,,,,,,,
175368,Bailey Stockton,WR,0,0,,2028,176,,60.3,64.9,07,0,0,1,0,0,0,1,0,7,0,GA TECH,GA TECH,8,,,64.4,,,,
175372,Popo Aguirre,LB,0,0,,2028,220,59.7,60.6,67.7,D10,0,0,1,0,1,3,2,4,0,0,MIAMI FL,MIAMI FL,10,,,,,,,
175373,Damari Brown,CB,0,0,,2028,220,,60.9,67.7,D02,0,0,1,0,0,0,0,0,3,0,MIAMI FL,MIAMI FL,3,,,,,,,
175380,Tommy Kinsler IV,T,0,0,,2028,220,,60.6,61.7,62,0,0,1,4,0,0,0,0,0,0,MIAMI FL,MIAMI FL,4,60,,,,,,
175385,Marcellius Pulliam,LB,0,0,,2028,223,60.1,54.8,67.4,D04,1,0,1,0,3,4,5,4,1,1,MICH STATE,MICH STATE,17,,,,,,,
175392,Kaleb Cost,CB,0,0,,2028,245,60,61.7,66.4,D21,0,0,1,0,2,3,0,0,2,0,N CAROLINA,N CAROLINA,7,,,,,,,
175400,Rodney Lora,DI,0,0,,2029,323,,61.4,60.6,D94,0,0,1,7,0,0,0,0,0,0,UCF,UCF,7,60,,,,,,
175403,Tre Miller,CB,0,0,,2028,245,59.8,59.9,61.5,D15,0,0,1,0,2,0,0,0,0,0,N CAROLINA,N CAROLINA,2,,,,,,,
175407,Jordan Bass,S,0,0,,2028,337,60,61.1,63.5,D06,0,0,1,0,2,4,0,0,1,0,VA TECH,VA TECH,7,,,,,,,
175427,Anthony Britton,DI,0,0,,2028,335,59.8,60,62.7,D55,0,0,1,0,1,0,0,0,0,0,VIRGINIA,VIRGINIA,1,,,,,,,
175428,Mekhi Buchanan,ED,0,0,,2028,335,60,62.4,66.5,D08,0,0,1,0,1,9,0,0,0,0,VIRGINIA,VIRGINIA,10,,,,,,,
175431,Landon Danley,LB,0,0,,2028,335,60,67.1,70,D32,0,0,1,0,1,6,0,2,1,1,VIRGINIA,VIRGINIA,10,,,,,,,
175434,Jason Hammond,DI,0,0,,2028,335,59.6,59.8,62,D91,0,0,1,0,1,0,0,0,0,0,VIRGINIA,VIRGINIA,1,,,,,,,
175435,Caleb Hardy,LB,0,0,,2028,335,,63,72.3,D26,0,0,1,0,0,3,0,0,5,0,VIRGINIA,VIRGINIA,8,,,,,,,
175441,Kam Robinson,LB,0,0,,2028,335,60,60,61.5,D05,0,0,1,0,2,0,0,0,0,0,VIRGINIA,VIRGINIA,2,,,,,,,
175447,Ricardo Cooper Jr.,CB,0,0,,2028,215,,61.7,69.7,D25,0,0,1,0,0,5,3,8,4,1,MARYLAND,MARYLAND,20,,60,,,,,
175450,Darius Grimes,ED,0,0,,2028,215,,73,65.9,D48,0,0,1,0,0,4,0,0,2,2,MARYLAND,MARYLAND,6,,,,,,,
175467,Yousef Obeid,K,0,0,,2028,230,,60.4,67.8,S36,0,0,1,6,0,6,0,0,0,0,MO STATE,MO STATE,12,,,,,,71.7,65.2
175470,Cooper Terpstra,C,0,0,,2028,223,,61.9,62.3,54,0,0,1,6,0,0,0,0,0,0,MICH STATE,MICH STATE,6,62,,,,,,
175471,Jalen Thompson,ED,0,0,,2028,223,59.3,59.5,64.4,D09,0,0,1,0,7,0,0,0,0,0,MICH STATE,MICH STATE,7,,,,,,,
175477,Jacob Bower,LB,0,0,,2029,238,,61.1,68.4,D54,0,0,1,0,0,4,7,4,4,0,NEBRASKA,NEBRASKA,19,,,,,,,
175487,Cooper Wilson,CB,0,0,,2028,239,59.9,61.7,66.8,D06,0,0,1,0,6,4,0,0,4,0,NEVADA,NEVADA,14,,,,,,,
175499,Ja'Ricous Hairston,TE,0,0,,2028,337,,62,65.5,13,0,0,1,5,0,4,3,0,0,0,VA TECH,VA TECH,12,60,59.9,,,,,
175503,Sage Clawges,CB,0,0,,2028,278,,61.8,66.2,D27,0,0,1,0,0,5,0,0,0,0,RUTGERS,RUTGERS,5,,,,,,,
175509,Riley McCann,K,0,0,,2028,278,,60.6,60.6,S22,0,0,1,6,0,0,0,0,0,0,RUTGERS,RUTGERS,6,60,,,,,,
175520,Christian Alliegro,LB,0,0,,2028,349,59.9,62.3,67,D00,0,0,1,0,5,0,0,0,5,0,WISCONSIN,WISCONSIN,10,,,,,,,
175522,Atticus Bertrams,P,0,1,,2028,349,,61,67.6,S49,0,1,1,4,0,0,0,7,0,0,WISCONSIN,WISCONSIN,11,60,,,69.6,,,
175527,Trech Kekahuna,WR,0,0,,2028,349,,59.3,68.6,02,1,0,1,0,0,0,0,7,0,0,WISCONSIN,WISCONSIN,7,,,,,,,
175532,Justin Taylor,S,0,0,,2028,351,60,68.2,67.1,D04,0,0,1,0,2,6,0,0,1,1,WYOMING,WYOMING,9,,,,,,,
175545,Mister Clark,CB,0,0,,2029,166,59.9,60,62.1,D27,0,0,1,0,6,0,0,0,0,0,FIU,FIU,6,,,,,,,
175548,Jose Corbo,HB,0,0,,2026,166,,64.3,65.2,24,0,0,1,0,0,4,3,0,0,0,FIU,FIU,7,,,,,,,
175552,Victor Evans III,CB,0,0,,2028,166,59.7,60.5,66.7,D04,0,0,1,0,4,2,0,1,1,0,FIU,FIU,8,,,,,,,
175556,Nate Henry,HB,0,0,,2028,166,,60.4,67.2,36,0,0,1,0,0,0,3,0,1,0,FIU,FIU,4,,,,,,,
175560,Daniel Michel,T,0,0,,2028,166,,60.8,66.7,55,0,0,1,3,0,0,0,0,0,0,FIU,FIU,3,60,,,,,,
175571,Braiden Staten,TE,0,0,,2027,166,,60.8,66.8,87,0,0,1,3,0,0,0,3,1,0,FIU,FIU,7,60,,,,,,
175572,Orlando Syph-Timmons,LB,0,0,,2028,166,,59.7,64.6,D40,0,0,1,0,0,0,3,0,0,0,FIU,FIU,3,,,,,,,
175573,Preston Thompson,CB,0,0,,2027,166,,67.5,67.4,D29,0,0,1,0,0,2,4,0,0,1,FIU,FIU,6,,,,,,,
175587,Nate Smith,T,0,0,,2028,196,,61.9,68.5,72,0,0,1,7,0,0,0,0,0,0,JVILLE ST,JVILLE ST,7,60,,,,,,
175597,Drew Henderson,K,0,0,,2028,208,,60,63.5,S43,0,0,1,5,0,0,0,0,0,0,LA TECH,LA TECH,5,,,,,,,50.7
175598,Reggie Jones Jr.,DI,0,0,,2026,285,60,60,61.1,D96,0,0,1,0,1,0,0,0,0,0,S JOSE ST,S JOSE ST,1,,,,,,,
175610,Lonnie Adkism,WR,0,0,,2028,281,,59.8,66.3,05,0,0,1,0,0,0,10,0,0,0,SM HOUSTON,SM HOUSTON,10,,,,,,,
175628,Eli Wallace,LB,0,0,,2028,281,,54,70.8,D45,0,1,1,0,0,1,10,4,2,0,SM HOUSTON,SM HOUSTON,17,,,,,,,
175630,Carson Whitington,LS,0,0,,2027,281,,58.6,64.5,S46,0,0,1,0,0,0,0,11,0,0,SM HOUSTON,SM HOUSTON,11,,,,,76.5,,
175637,Jaime Guerrero,S,0,0,,2027,330,,63.8,71.2,D24,0,0,1,0,0,0,0,0,6,0,UTEP,UTEP,6,,,,,,,
175646,Tyrone McDuffie III,G,0,0,,2028,330,,60.9,64.8,72,0,0,1,4,0,0,0,0,0,0,UTEP,UTEP,4,60,,,,,,
175652,Lantz Russell,S,0,0,,2026,330,,63.7,67,D22,0,0,1,0,0,5,0,0,5,0,UTEP,UTEP,10,,,,,,,
175689,Jeremiah Vessel,S,0,0,,2028,321,60,60,63.6,D14,0,0,1,0,1,0,0,0,1,0,UAB,UAB,2,,,,,,,
175696,Deliyon Freeman,CB,0,0,,2028,180,,60.6,67.6,D06,0,0,1,0,0,0,0,0,2,0,HAWAII,HAWAII,2,,,,,,,
175701,Kansei Matsuzawa,K,0,0,2026,2026,180,,60,67.6,S17,0,0,1,3,0,5,0,0,0,0,HAWAII,HAWAII,8,,,,,,66.4,68.3
175703,James Milovale,T,0,0,,2026,180,,60.8,66.5,70,0,0,1,3,0,0,0,0,0,0,HAWAII,HAWAII,3,60,,,,,,
175705,Jamih Otis,LB,0,0,,2028,180,60.2,60.6,63.1,D11,0,0,1,0,6,0,0,0,1,0,HAWAII,HAWAII,7,,,,,,,
175706,Elijah Palmer,CB,0,0,,2028,180,,46.8,65.7,D04,0,0,1,0,0,4,0,0,1,0,HAWAII,HAWAII,5,,,,,,,
175707,Zoram Petelo,ED,0,0,,2030,180,59.9,60.2,64.1,D55,0,0,1,0,5,0,0,0,0,0,HAWAII,HAWAII,5,,,,,,,
175710,Josh Sagapolutele,LB,0,0,,2029,180,,59.4,65.7,D91,0,0,1,0,0,0,6,0,0,0,HAWAII,HAWAII,6,,,,,,,
175716,Jaheim Wilson-Jones,CB,0,0,,2026,180,59.9,49.8,68.6,D14,1,0,1,0,6,0,0,3,1,0,HAWAII,HAWAII,10,,,,,,,
175720,Michael Coats Jr.,CB,0,0,2026,2026,343,,60,64.3,D03,0,0,1,0,0,0,0,0,1,0,W VIRGINIA,W VIRGINIA,1,,,,,,,
175729,Bishop Turner,S,0,0,,2028,239,59.9,59.7,66.9,D15,0,0,1,0,6,0,0,5,0,0,NEVADA,NEVADA,11,,,,,,,
175734,Jake Godfrey,WR,0,0,,2028,209,,60,63.3,02,0,0,1,0,0,0,0,0,3,0,LA MONROE,LA MONROE,3,,,60.6,,,,
175741,Reese Steele,G,0,0,,2027,209,,61,62.9,77,0,0,1,5,0,0,0,0,0,0,LA MONROE,LA MONROE,5,60,,,,,,
175744,Jayden Wilson,LB,0,0,,2028,330,60.2,60,66.7,D10,0,0,1,0,5,0,0,3,0,0,UTEP,UTEP,8,,,,,,,
175754,Xavier Hamlett,CB,0,0,,2026,284,,60,64.3,D15,0,0,1,0,0,0,0,0,1,0,S DIEGO ST,S DIEGO ST,1,,,,,,,
175757,Leo Kemp,FB,0,0,,2028,122,,60.1,67.8,44,0,0,1,0,0,0,9,1,0,0,BOWL GREEN,BOWL GREEN,10,,,,,,,
175759,Jordan Napier,WR,0,0,,2029,284,,60,63.5,02,0,0,1,0,0,0,1,0,4,0,S DIEGO ST,S DIEGO ST,5,,59.9,62.2,,,,
175760,Brady Nassar,ED,0,0,,2028,284,60,61.6,68.3,D33,0,0,1,6,1,0,1,0,0,0,S DIEGO ST,S DIEGO ST,8,60,,,,,,
175776,Reed Linder,WR,0,0,,2028,113,,59.6,67.7,84,0,0,1,0,0,4,5,0,2,0,ARK STATE,ARK STATE,11,,59.2,,,,,
175789,Tymere Burton,LB,0,0,,2028,329,,62.3,64.9,D36,0,0,1,0,0,8,0,0,0,0,UTAH ST,UTAH ST,8,,,,,,,
175795,Bronson Long,P,0,0,,2027,136,,60.8,66.4,S95,0,0,1,4,0,0,0,5,0,0,CHARLOTTE,CHARLOTTE,9,60,,,65.8,,,
175797,Duane Thomas Jr.,WR,0,0,,2028,323,,60,64.3,07,0,0,1,0,0,0,0,0,1,0,UCF,UCF,1,,,,,,,
175798,PJ Wilkins,G,0,0,,2028,226,,61.9,68.8,71,0,0,1,7,0,0,0,0,0,0,OLE MISS,OLE MISS,7,61,,,,,,
175799,Cameron Avery,LB,0,0,,2028,141,,60,63,D37,0,0,1,0,0,0,1,0,0,0,COAST CAR,COAST CAR,1,,,,,,,
175806,Bryson Graves,WR,0,0,,2029,141,,60,63.3,04,0,0,1,0,0,0,0,0,3,0,COAST CAR,COAST CAR,3,,,61.4,,,,
175807,Joseph Hanson,T,0,0,,2028,141,,60.1,66.1,68,0,0,1,2,0,0,0,0,0,0,COAST CAR,COAST CAR,2,60,,,,,,
175835,Hamilton DiBoyan,K,0,0,,2028,288,,60.1,67.4,S36,0,0,1,5,0,5,0,0,0,0,S ALABAMA,S ALABAMA,10,,,,,,63,62.4
175836,Brian Dillard,CB,0,0,,2026,288,59.9,60.9,67,D16,0,0,1,0,2,0,0,0,4,0,S ALABAMA,S ALABAMA,6,,,,,,,
175843,RJ Moss Jr.,DI,0,0,,2028,288,59.5,61,66.6,D18,0,0,1,0,6,0,0,0,3,0,S ALABAMA,S ALABAMA,9,,,,,,,
175844,Aleksi Pulkkinen,P,0,0,,2028,288,,60.7,64.9,S40,0,0,1,5,0,0,0,3,0,0,S ALABAMA,S ALABAMA,8,60,,,55.6,,,
175850,Baxter Turner,LS,0,0,,2028,288,,62.4,61.7,S44,0,0,1,5,0,0,0,0,0,0,S ALABAMA,S ALABAMA,5,61.6,,,,69.7,,
175861,Reed Harradine,K,0,0,,2028,296,,60.8,68.9,S96,0,0,1,4,0,4,0,6,0,1,SO MISS,SO MISS,14,,,,58,,52.9,59.4
175881,Bobby Jamison-Travis,DI,0,0,2026,2026,115,59.1,59.3,64.7,D97,0,0,1,0,4,0,0,0,0,0,AUBURN,AUBURN,4,,,,,,,
175895,Leon Bell,T,0,0,,2027,130,,60,60.9,55,0,0,1,1,0,0,0,0,0,0,CAL,CAL,1,60,,,,,,
175896,Kelley Jones,CB,0,0,,2028,227,60,60.8,66.8,D01,0,0,1,0,2,0,0,0,2,0,MISS STATE,MISS STATE,4,,,,,,,
175897,Ray Lotten,TE,0,0,,2028,281,,59.6,70.8,19,0,0,1,0,0,0,10,11,0,0,SM HOUSTON,SM HOUSTON,21,,,,,,,
175899,Daniel Blood,WR,0,0,,2028,229,,60.2,64.6,10,0,0,1,0,0,0,5,0,0,0,MISSOURI,MISSOURI,5,,,,,,,
175900,Nick DeLoach Jr.,CB,0,0,,2028,229,,63.8,68.9,D24,0,0,1,0,0,7,0,3,0,0,MISSOURI,MISSOURI,10,,,,,,,
175904,Jordon Harris,TE,0,0,,2028,229,,61,61.9,86,0,0,1,4,0,0,0,3,0,0,MISSOURI,MISSOURI,7,60,,,,,,
175912,Jamal Roberts,HB,0,0,,2028,229,,60,64.1,20,0,0,1,0,0,0,0,0,2,0,MISSOURI,MISSOURI,2,,,,,,,
175919,Trovon Baugh,G,0,0,,2027,289,,61.4,66.3,78,0,0,1,4,0,0,0,0,0,0,S CAROLINA,S CAROLINA,4,60,,,,,,
175923,Nyck Harbor,WR,0,0,,2028,289,,59.1,66.3,08,0,0,1,0,0,0,7,4,0,0,S CAROLINA,S CAROLINA,11,,59.4,,,,,
175929,Jatavius Shivers,T,0,0,,2029,289,,60.8,63.9,77,0,0,1,4,0,0,0,0,0,0,S CAROLINA,S CAROLINA,4,60,,,,,,
175930,Vicari Swain,CB,0,0,,2028,289,,60,62.8,D04,0,0,1,0,0,0,0,0,2,0,S CAROLINA,S CAROLINA,2,,,61,,,,
175936,Chantz Johnson,LB,0,0,,2028,314,,63.4,66.7,D30,0,0,1,0,0,6,2,0,6,0,TEXAS ST,TEXAS ST,14,,,,,,,
175946,Mason Rohmiller,K,0,0,,2026,333,,60,61.7,S40,0,0,1,1,0,0,0,0,0,0,VANDERBILT,VANDERBILT,1,,,,,,,60
175948,Cliff Mosley,DI,0,0,,2027,209,59.3,59.4,62.6,D45,0,0,1,0,2,0,0,0,0,0,LA MONROE,LA MONROE,2,,,,,,,
175949,Justin Cryer,LB,0,0,,2028,167,60,61,63.4,D28,0,0,1,0,1,3,0,0,1,0,FLORIDA ST,FLORIDA ST,5,,,,,,,
175950,Joep Engbers,G,0,0,,2028,206,,61,61.8,60,0,0,1,3,0,0,0,0,0,0,LIBERTY,LIBERTY,3,60,,,,,,
175953,Alexander Capka-Jones,WR,0,0,,2026,187,,60.4,65.6,07,0,0,1,0,0,0,10,0,0,0,ILLINOIS,ILLINOIS,10,,,,,,,
175954,Collin Dixon,WR,0,0,,2028,187,,60,65.4,17,0,0,1,0,0,0,0,0,2,0,ILLINOIS,ILLINOIS,2,,,,,,,
175957,Patrick Mahoney III,LS,0,0,,2028,187,,60.9,61.2,S44,0,0,1,2,0,0,0,0,0,0,ILLINOIS,ILLINOIS,2,60,,,,67.6,,
175960,Jeremiah Warren,DI,0,0,,2028,187,59,59,63.2,D08,0,0,1,0,4,0,0,0,0,0,ILLINOIS,ILLINOIS,4,,,,,,,
175961,Pat Farrell,DI,0,0,,2028,187,59.6,70.6,64.2,D52,0,0,1,0,4,0,0,9,0,1,ILLINOIS,ILLINOIS,13,,,,,,,
175962,Mac Resetich,S,1,0,,2028,187,59.8,70.1,68.9,D00,0,0,1,0,5,1,10,9,2,0,ILLINOIS,ILLINOIS,27,,,,,,,
175970,Saboor Karriem,S,0,0,,2028,187,59.9,61.2,67.5,D02,0,0,1,0,2,2,0,0,2,0,ILLINOIS,ILLINOIS,6,,,,,,,
175973,Alex Bray,ED,0,0,,2028,198,,63.1,66.4,D91,0,0,1,0,0,0,0,0,7,0,KANSAS,KANSAS,7,,,,,,,
175980,Will Larkins,G,0,0,,2029,265,,60,61.6,75,0,0,1,1,0,0,0,0,0,0,OREGON ST,OREGON ST,1,60,,,,,,
175981,Nico Radicic,K,0,0,,2028,190,,60,64.2,S15,0,0,1,9,0,0,0,0,0,0,INDIANA,INDIANA,9,,,,,,,67.2
175984,Anthony Miller,TE,0,0,,2028,319,,61.5,73.6,85,0,0,1,0,0,0,9,0,0,0,TULANE,TULANE,9,,,,,,,
175986,Ta'Derius Collins,ED,0,0,,2028,314,,60,63.8,D35,0,0,1,0,0,0,0,0,1,0,TEXAS ST,TEXAS ST,1,,,,,,,
175987,Finn Walters,DI,0,0,,2028,190,,62.8,62.6,D47,0,0,1,0,0,0,0,2,0,0,INDIANA,INDIANA,2,,,,,78.5,,
175988,Clay Conner,S,0,0,,2028,190,,67.5,73.9,D36,0,0,1,0,0,10,2,0,9,0,INDIANA,INDIANA,21,,,,,,,
175989,Anthony Chung,S,0,0,,2028,190,,63.8,68.3,D31,0,0,1,0,0,0,2,0,9,0,INDIANA,INDIANA,11,,,,,,,
175999,Darius Johnson,HB,0,0,,2028,248,,73.3,69.4,25,0,0,1,0,0,0,8,0,0,0,NC STATE,NC STATE,8,,,,,,,
176000,Coleson Fields,HB,0,0,,2028,248,,47.5,68.8,31,0,0,1,0,0,6,8,0,4,0,NC STATE,NC STATE,18,,59.9,,,,,
176004,Brody Jones,LB,0,0,,2028,337,,53.7,69.1,D36,1,0,1,0,0,7,0,0,7,0,VA TECH,VA TECH,14,,,,,,,
176005,Kamen Smith,G,0,0,,2028,248,,26.7,67,79,0,0,1,5,0,0,0,0,0,0,NC STATE,NC STATE,5,57.5,,,,,,
176008,Michael Tate,CB,0,0,,2028,248,,60.3,65.3,D32,0,0,1,0,0,0,8,0,0,0,NC STATE,NC STATE,8,,,,,,,
176010,Bishop Fitzgerald,S,0,0,2026,2026,326,60,62.3,65.8,D19,0,0,1,0,5,7,0,0,4,0,USC,USC,16,,,,,,,
176030,J'Onre Reed,C,0,0,,2026,326,,60.8,62.7,50,0,0,1,4,0,0,0,0,0,0,USC,USC,4,60,,,,,,
176032,Trevion Mack,T,0,0,,2028,304,,60.7,67.4,75,0,0,1,6,0,0,0,1,0,0,SYRACUSE,SYRACUSE,7,61.5,,,,,,
176034,Lysander Moeolo,G,0,0,,2026,314,,61.7,66.8,71,0,0,1,5,0,0,0,0,0,0,TEXAS ST,TEXAS ST,5,60.3,,,,,,
176035,Jadyn Oh,K,0,0,,2028,304,,60,69.4,S98,0,0,1,0,0,7,0,0,0,0,SYRACUSE,SYRACUSE,7,,,,,,67.2,
176036,Darrell Gill Jr.,WR,0,0,,2028,304,,58.3,69.9,15,0,0,1,0,0,0,0,7,0,0,SYRACUSE,SYRACUSE,7,,,,,,,
176037,Bryce Cohoon,WR,0,0,,2028,198,,61.4,66.5,13,0,0,1,0,0,7,0,0,0,0,KANSAS,KANSAS,7,,,,,,,
176038,Berry Buxton III,S,0,0,,2026,304,60,59.5,65.9,D29,0,0,1,0,3,0,0,6,1,0,SYRACUSE,SYRACUSE,10,,,,,,,
176040,Zyian Moultrie-Goddard,LB,0,0,,2028,304,,64.1,67.8,D22,0,0,1,0,0,7,4,6,0,1,SYRACUSE,SYRACUSE,17,,,,,,,
176044,Kian Johnson,WR,0,0,,2028,306,,60.3,71,27,0,0,1,0,0,4,7,7,0,0,TEMPLE,TEMPLE,18,,,,,,,
176077,Deuce Alexander,WR,0,0,,2028,226,,60,64.4,11,0,0,1,0,0,0,0,1,0,0,OLE MISS,OLE MISS,1,,,,,,,
176088,Darin Conley,DI,0,0,,2028,117,59.2,59.6,63.5,D33,0,0,1,0,4,0,0,4,0,0,BALL ST,BALL ST,8,,,,,,,
176090,Grant Karczewski,DI,0,0,,2028,337,,62.1,62.3,D54,0,0,1,7,0,0,0,0,0,0,VA TECH,VA TECH,7,63.1,,,,,,
176092,Aiden DeCorte,LS,0,0,,2028,143,,60,63.7,S60,0,0,1,0,0,1,0,0,0,0,COLORADO,COLORADO,1,,,,,,,
176099,Derek Fields,S,0,0,,2028,117,60,60.9,65.9,D15,0,0,1,0,5,1,0,0,3,0,BALL ST,BALL ST,9,,,,,,,
176105,Bryson Hammer,WR,0,0,,2029,316,,60.1,65.4,12,0,0,1,0,0,0,3,0,5,0,TOLEDO,TOLEDO,8,,,73.8,,,,
176106,Mohammed Hazime,ED,0,0,,2027,201,,60.1,64,D88,0,0,1,2,0,0,0,0,0,0,KENT STATE,KENT STATE,2,60,,,,,,
